ViaPPS produsert fil	: Filversjon 1.21
F.ID.	: Rosita_NO_001
ViaPPS software versjon	: 8.9.12.1

Rapportdato				: 26.03.2026 13:24:47
Filnavn					: PPS_Fy01_1_1_m00000-1_m00898_felt1___20260313-145521.txt
Mappe					: D:\ViaPPS_RBS\RAW_DATA\Fy001_1_hp1_f1_20260313-145521

ViaPPS opptakerversjon	: 8.5.6.0 - 01.06.2016 13:21:02

Sjåfør					: Egon
Bilnummer				: 
UtstyrsID				: VIATECH
Utstyrsmerknader		: 
Opptaksdato				: 13.03.2026 14:55:21
Formål					: 
Måleserienummer					: 1
Målingskommentarer		: 
Målingslengde			: 898
Værkommentarer			: 
Teksturlaserposisjon	: Y

Beregningsintervall [m]	: 1
Rettholt venstre [m]	: Bunnrettholt : -1,8[m]  Snorholt : -1,8[m]  Regresjonsholt : -1,8[m]
Rettholt høyre [m]		: Bunnrettholt :  1,8[m]  Snorholt :  1,8[m]  Regresjonsholt :  1,8[m]
Filter orden [punkter]	: 11
Profil snittlengde [m]	: 0,0
Metodefil versjon/dato	: Ikke tilgjengelig
Beregningskommentaer	: Beregningstype=CEN_13036_8, Midlingsalgoritme=ChebyshevFilter, AntallMidledeProfiler=1, Rettholtlengdetype=Fast lengde, Sporryggdeteksjon=Av
Kalibreringsdata	: Kalib.dato=19. juni 2025 09:11:30, Pulser=1203,835000, Rull=0,000000, Stamp=-0,033432, ScannerRull=-0,006738
Tverrfallskalibreringsdata	: 13. mars 2026 14:35:31
Sensormontasjedata1	: Imu=-1,60[m], ProfileScanner=-3,60[m], TeksturLaser=2,26[m]
Sensormontasjedata2	: GnssDx=-1,92[m], GnssDy=-0,28[m], GnssDz=-2,29[m]
Sensormontasjedata3	: GnssImuDx=-0,03[m], GnssImuDy=0,33[m], GnssImuDz=1,51[m]

Vegnett fylkesversjon			: 
Vegnett serverversjon			: 
Vegnett genereringsappliksajonsversjon	: 

Startposisjon:
Fylke			: 1
Veg				: 1
Strekning		: 1
Vegmeter		: 0
Kjørefelt		: 1
Stedsnavn		: 

Stopposisjon:
Fylke			: 1
Veg				: 1
Strekning		: 1
Vegmeter		: 898,730734351469
Kjørefelt		: 1
Stedsnavn		: 

Vegnettnoder
Nodenr	: Lengde [m]	: Fylke []	: Stedsnavn []	: Vegnavn []	: Hp []	: Fra Vegmeter [m]	: Til Vegmeter [m]	: 
Node0	: 898	: 1	: 	: 1	: 1	: -1	: 899

Justeringsnoder
Justeringnr	: Distanse [m]	: Justering [m]

Utkjørt meter [m]	Fra strekning []	Fra vegmeter [m]	Til strekning []	Til vegmeter [m]	Spordybde [mm]	Sporbredde [cm]	Tverrfall [%]	Kurveradius [m]	IRI [mm/m]	MPD [mm]	Beregningsmetode []	Tid [ms]	Hastighet [km/t]	Høyde [m]	Signalkvalitet [%]	Breddegrad [°]	Lengdegrad [°]	Sone 33V N [m]	Sone 33V Ø [m]	Sporposisjon [cm]	Areal [cm^2]	Pause []	Pos. asfalt kant [cm]	Pos. kantlinje [cm]	Type kantlinje []	Kval. kantlinje [%]	Pos. midtlinje [cm]	Type midtlinje []	Kval. midtlinje [%]	Pos. ekstra midtlinje [cm]	Type ekstra midtlinje []	Kval. ekstra midtlinje [%]	CEN 13036 Høyre sporposisjon [cm]	CEN 13036 Høyre spordybde [mm]	CEN 13036 Venstre sporposisjon [cm]	CEN 13036 Venstre spordybde [mm]	CEN 13036 Max sporposisjon [cm]	CEN 13036 Max spordybde [mm]	CEN 13036 Sporbredde [cm]	CEN 13036 Tverrfall [%]	CEN 13036 Areal [cm^2]	Bunn Høyre sporposisjon [cm]	Bunn Høyre spordybde [mm]	Bunn Venstre sporposisjon [cm]	Bunn Venstre spordybde [mm]	Bunn Max sporposisjon [cm]	Bunn Max spordybde [mm]	Bunn Sporbredde [cm]	Bunn Tverrfall [%]	Bunn Areal [cm^2]	Snor Høyre sporposisjon [cm]	Snor Høyre spordybde [mm]	Snor Venstre sporposisjon [cm]	Snor Venstre spordybde [mm]	Snor Max sporposisjon [cm]	Snor Max spordybde [mm]	Snor Sporbredde [cm]	Snor Tverrfall [%]	Snor Areal [cm^2]	Krum Høyre sporposisjon [cm]	Krum Høyre spordybde [mm]	Krum Venstre sporposisjon [cm]	Krum Venstre spordybde [mm]	Krum Max sporposisjon [cm]	Krum Max spordybde [mm]	Krum Sporbredde [cm]	Krum Tverrfall [%]	Krum Areal [cm^2]	Regresjon Høyre sporposisjon [cm]	Regresjon Høyre spordybde [mm]	Regresjon Venstre sporposisjon [cm]	Regresjon Venstre spordybde [mm]	Regresjon Max sporposisjon [cm]	Regresjon Max spordybde [mm]	Regresjon Sporbredde [cm]	Regresjon Tverrfall [%]	Regresjon Areal [cm^2]	Metode Høyre sporposisjon [cm]	Metode Høyre spordybde [mm]	Metode Venstre sporposisjon [cm]	Metode Venstre spordybde [mm]	Metode Max sporposisjon [cm]	Metode Max spordybde [mm]	Metode Sporbredde [cm]	Metode Tverrfall [%]	Metode Areal [cm^2]	
678,0	1	677,0	1	678,0	23,3	163,0	-2,4	2000	NaN	NaN	C	35112	73,6	71,6	56	59,3557981	24,7124228	6619994,26	1050954,47	76,0	344,7	False	NaN	166,0	_	64	NaN	_	NaN	NaN	_	NaN	76,0	23,3	-85,3	21,4	76,0	23,3	163,0	-2,4	344,7	75,4	21,0	-84,6	21,0	-6,8	21,0	161,1	-2,4	145,3	76,0	25,4	-84,6	24,1	76,0	25,4	161,1	-2,4	410,7	72,0	50,9	-79,8	49,3	-179,6	0,0	151,9	-2,4	0,0	75,4	13,3	-84,6	12,5	167,2	26,1	161,1	-2,4	245,2	76,0	23,3	-85,3	21,4	76,0	23,3	163,0	-2,4	344,7	
679,0	1	678,0	1	679,0	23,7	161,1	-2,3	2000	NaN	NaN	C	35159	73,6	71,6	56	59,3557895	24,7124166	6619993,26	1050954,26	76,1	336,3	False	NaN	166,1	_	64	NaN	_	NaN	NaN	_	NaN	76,1	23,7	-85,8	20,8	76,1	23,7	161,1	-2,3	336,3	76,0	20,7	-85,1	20,7	-7,4	20,7	161,1	-2,5	140,5	76,0	25,8	-84,5	23,3	76,0	25,8	161,1	-2,5	396,7	72,1	51,7	-79,0	48,7	-179,5	0,0	151,1	-2,5	0,0	76,0	13,8	-85,1	11,8	171,6	26,3	161,1	-2,3	240,0	76,1	23,7	-85,8	20,8	76,1	23,7	161,1	-2,3	336,3	
680,0	1	679,0	1	680,0	24,7	160,5	-2,4	2000	NaN	NaN	C	35206	73,6	71,6	56	59,3557822	24,7124113	6619992,40	1050954,08	75,3	350,8	False	NaN	165,9	_	64	NaN	_	NaN	NaN	_	NaN	75,3	24,7	-83,9	21,7	75,3	24,7	160,5	-2,4	350,8	75,3	21,8	-83,8	21,8	-7,9	21,8	159,1	-2,5	145,8	75,3	25,8	-83,8	23,6	75,3	25,8	159,2	-2,5	391,6	70,1	51,4	-79,8	48,6	-179,6	0,0	150,5	-2,5	0,0	75,3	13,9	-83,8	12,5	167,2	26,2	159,1	-2,4	244,9	75,3	24,7	-83,9	21,7	75,3	24,7	160,5	-2,4	350,8	
681,0	1	680,0	1	681,0	23,9	161,8	-2,5	2000	NaN	NaN	C	35254	73,6	71,6	56	59,3557736	24,7124052	6619991,40	1050953,88	75,9	343,4	False	NaN	165,6	_	65	NaN	_	NaN	NaN	_	NaN	75,9	23,9	-85,3	22,0	75,9	23,9	161,8	-2,5	343,4	74,0	21,4	-85,2	21,4	-6,3	21,4	159,3	-2,6	155,5	74,7	25,0	-85,2	22,7	74,7	25,0	159,3	-2,6	373,7	71,3	50,9	-79,2	48,1	-179,7	0,0	149,9	-2,6	0,0	74,7	13,7	-85,2	12,3	168,1	25,3	159,3	-2,5	244,7	75,9	23,9	-85,3	22,0	75,9	23,9	161,8	-2,5	343,4	
682,0	1	681,0	1	682,0	23,9	158,9	-2,4	2000	NaN	NaN	C	35308	73,6	71,6	56	59,3557650	24,7123991	6619990,40	1050953,67	75,0	338,2	False	NaN	165,4	_	65	NaN	_	NaN	NaN	_	NaN	75,0	23,9	-83,3	21,7	75,0	23,9	158,9	-2,4	338,2	73,7	21,6	-83,3	21,6	-5,7	21,6	157,2	-2,5	143,3	74,0	25,6	-83,3	23,5	74,0	25,6	157,8	-2,5	399,5	70,3	51,7	-78,9	48,6	-179,5	0,0	149,2	-2,5	0,0	74,0	13,6	-83,3	12,6	167,4	26,1	157,8	-2,4	246,0	75,0	23,9	-83,3	21,7	75,0	23,9	158,9	-2,4	338,2	
683,0	1	682,0	1	683,0	24,6	158,5	-2,4	2000	NaN	NaN	C	35355	73,6	71,6	56	59,3557564	24,7123930	6619989,40	1050953,47	75,9	352,8	False	NaN	164,9	_	65	NaN	_	NaN	NaN	_	NaN	75,9	24,6	-82,6	21,7	75,9	24,6	158,5	-2,4	352,8	74,8	21,7	-82,5	21,7	-6,3	21,7	156,5	-2,5	152,0	75,3	26,1	-82,5	23,3	75,3	26,1	157,1	-2,5	399,4	70,8	51,5	-77,9	48,5	-179,7	0,0	149,3	-2,5	0,0	74,8	13,9	-82,5	12,4	168,8	26,7	157,1	-2,4	250,3	75,9	24,6	-82,6	21,7	75,9	24,6	158,5	-2,4	352,8	
684,0	1	683,0	1	684,0	24,5	159,0	-2,2	2000	NaN	NaN	C	35410	73,6	71,6	56	59,3557466	24,7123860	6619988,26	1050953,23	75,1	356,2	False	NaN	164,5	_	57	NaN	_	NaN	NaN	_	NaN	75,1	24,5	-84,2	22,2	75,1	24,5	159,0	-2,2	356,2	74,0	22,1	-84,2	22,1	-7,7	22,1	158,2	-2,3	158,9	74,5	25,6	-83,9	23,6	74,5	25,6	158,2	-2,3	396,4	70,2	51,5	-78,7	48,4	-179,7	0,0	148,0	-2,3	0,0	74,4	13,8	-84,2	12,6	168,0	26,3	158,2	-2,2	256,1	75,1	24,5	-84,2	22,2	75,1	24,5	159,0	-2,2	356,2	
685,0	1	684,0	1	685,0	24,8	158,1	-2,2	2000	NaN	NaN	C	35457	73,6	71,6	56	59,3557392	24,7123808	6619987,40	1050953,06	74,1	375,0	False	NaN	164,8	_	56	NaN	_	NaN	NaN	_	NaN	74,1	24,8	-85,2	23,3	74,1	24,8	158,1	-2,2	375,0	74,1	22,3	-84,6	22,3	-6,8	22,3	157,4	-2,2	156,6	74,1	26,6	-84,6	25,3	74,1	26,6	158,0	-2,2	438,6	68,9	52,6	-80,5	50,2	-179,3	0,0	149,3	-2,2	0,0	74,1	13,7	-84,6	13,0	168,6	27,2	157,4	-2,2	264,4	74,1	24,8	-85,2	23,3	74,1	24,8	158,1	-2,2	375,0	
686,0	1	685,0	1	686,0	24,7	159,9	-2,2	2000	NaN	NaN	C	35498	73,6	71,6	56	59,3557319	24,7123755	6619986,54	1050952,88	75,4	364,9	False	NaN	164,5	_	43	NaN	_	NaN	NaN	_	NaN	75,4	24,7	-84,2	22,6	75,4	24,7	159,9	-2,2	364,9	75,0	22,3	-84,2	22,3	-7,7	22,3	159,3	-2,2	157,9	75,0	26,5	-84,2	24,1	75,0	26,5	159,3	-2,2	421,9	69,8	52,1	-77,6	49,6	-179,6	0,0	147,7	-2,2	0,0	75,0	13,6	-84,2	12,9	168,1	27,2	159,3	-2,2	259,0	75,4	24,7	-84,2	22,6	75,4	24,7	159,9	-2,2	364,9	
687,0	1	686,0	1	687,0	24,9	159,8	-2,2	2000	NaN	NaN	C	35546	73,6	71,6	56	59,3557233	24,7123694	6619985,54	1050952,67	75,4	360,7	False	NaN	164,8	_	56	NaN	_	NaN	NaN	_	NaN	75,4	24,9	-83,3	22,0	75,4	24,9	159,8	-2,2	360,7	74,7	21,1	-83,2	21,1	-6,3	21,1	158,6	-2,3	149,4	74,8	26,4	-82,6	23,9	74,8	26,4	159,2	-2,3	426,3	72,2	51,9	-78,7	49,2	-179,6	0,0	150,5	-2,3	0,0	74,7	13,8	-83,2	12,7	168,9	27,2	159,2	-2,2	256,1	75,4	24,9	-83,3	22,0	75,4	24,9	159,8	-2,2	360,7	
688,0	1	687,0	1	688,0	24,6	158,5	-2,1	2000	NaN	NaN	C	35601	73,6	71,6	56	59,3557147	24,7123633	6619984,54	1050952,47	75,0	366,6	False	NaN	165,5	_	65	NaN	_	NaN	NaN	_	NaN	75,0	24,6	-83,3	22,7	75,0	24,6	158,5	-2,1	366,6	75,0	21,9	-83,2	21,9	-6,9	21,9	158,5	-2,2	154,8	75,0	26,8	-83,2	25,0	75,0	26,8	157,9	-2,2	429,6	70,2	52,8	-78,9	50,1	-179,4	0,0	149,6	-2,2	0,0	75,0	13,7	-83,2	12,8	168,3	27,3	157,9	-2,1	261,7	75,0	24,6	-83,3	22,7	75,0	24,6	158,5	-2,1	366,6	
689,0	1	688,0	1	689,0	24,4	158,9	-2,1	2000	NaN	NaN	C	35655	73,6	71,6	56	59,3557049	24,7123563	6619983,40	1050952,23	75,8	364,5	False	NaN	165,6	_	65	NaN	_	NaN	NaN	_	NaN	75,8	24,4	-82,7	22,3	75,8	24,4	158,9	-2,1	364,5	74,1	21,6	-82,7	21,6	-6,8	21,6	156,8	-2,2	153,9	74,8	26,4	-82,7	24,4	74,8	26,4	157,1	-2,2	431,5	70,4	51,8	-76,4	49,8	-179,3	0,0	147,2	-2,2	0,0	74,8	13,4	-82,7	12,6	167,9	26,8	157,1	-2,1	255,2	75,8	24,4	-82,7	22,3	75,8	24,4	158,9	-2,1	364,5	
690,0	1	689,0	1	690,0	24,7	157,8	-2,1	2000	NaN	NaN	C	35696	73,6	71,6	56	59,3556975	24,7123511	6619982,54	1050952,06	76,1	363,1	False	NaN	166,2	_	54	NaN	_	NaN	NaN	_	NaN	76,1	24,7	-82,4	22,5	76,1	24,7	157,8	-2,1	363,1	74,4	21,9	-82,0	21,9	-3,6	21,9	156,2	-2,2	153,6	74,4	26,4	-81,7	24,5	74,4	26,4	156,2	-2,2	422,3	70,8	52,3	-77,4	49,9	-179,2	0,0	146,8	-2,2	0,0	74,4	13,7	-82,0	12,8	169,9	27,0	156,2	-2,1	256,3	76,1	24,7	-82,4	22,5	76,1	24,7	157,8	-2,1	363,1	
691,0	1	690,0	1	691,0	23,7	156,5	-2,2	2000	NaN	NaN	C	35744	73,6	71,6	56	59,3556889	24,7123451	6619981,54	1050951,86	76,7	347,0	False	NaN	166,5	_	55	NaN	_	NaN	NaN	_	NaN	76,7	23,7	-81,0	22,2	76,7	23,7	156,5	-2,2	347,0	76,0	21,3	-81,0	21,3	-4,5	21,3	155,8	-2,2	149,7	76,0	25,2	-81,0	23,8	76,0	25,2	155,8	-2,2	412,9	71,4	51,1	-76,4	49,3	-179,3	0,0	148,5	-2,2	0,0	76,0	13,3	-81,0	12,6	167,0	25,8	155,8	-2,2	251,8	76,7	23,7	-81,0	22,2	76,7	23,7	156,5	-2,2	347,0	
692,0	1	691,0	1	692,0	23,9	157,1	-2,1	2000	NaN	NaN	C	35792	73,6	71,6	56	59,3556815	24,7123399	6619980,68	1050951,69	76,0	356,2	False	NaN	167,0	_	65	NaN	_	NaN	NaN	_	NaN	76,0	23,9	-81,7	22,5	76,0	23,9	157,1	-2,1	356,2	75,4	21,8	-81,7	21,8	-5,6	21,8	157,1	-2,1	157,4	75,4	25,1	-81,7	24,2	75,4	25,1	156,5	-2,1	411,8	70,8	51,0	-77,1	49,7	-179,4	0,0	147,9	-2,1	0,0	75,4	13,3	-81,7	12,6	166,4	25,8	157,1	-2,1	250,0	76,0	23,9	-81,7	22,5	76,0	23,9	157,1	-2,1	356,2	
693,0	1	692,0	1	693,0	24,1	157,1	-2,1	2000	NaN	NaN	C	35840	73,6	71,6	56	59,3556729	24,7123339	6619979,68	1050951,49	75,6	347,6	False	NaN	167,5	_	55	NaN	_	NaN	NaN	_	NaN	75,6	24,1	-81,1	22,2	75,6	24,1	157,1	-2,1	347,6	75,6	21,4	-80,4	21,4	-5,6	21,4	157,0	-2,2	147,9	75,6	25,4	-79,7	24,0	75,6	25,4	156,5	-2,2	401,7	71,4	51,4	-77,1	49,8	-179,4	0,0	147,8	-2,2	0,0	75,6	13,7	-80,3	12,7	169,1	25,8	157,0	-2,1	251,8	75,6	24,1	-81,1	22,2	75,6	24,1	157,1	-2,1	347,6	
694,0	1	693,0	1	694,0	23,6	156,8	-2,1	2000	NaN	NaN	C	35895	73,6	71,6	56	59,3556631	24,7123269	6619978,53	1050951,26	75,0	349,7	False	NaN	167,5	_	64	NaN	_	NaN	NaN	_	NaN	76,8	23,6	-80,4	22,7	75,0	23,6	156,8	-2,1	349,7	76,1	22,0	-80,4	22,0	-5,3	22,0	156,5	-2,1	148,5	76,1	24,9	-79,4	24,0	75,0	24,9	155,1	-2,1	392,8	71,3	51,1	-76,8	49,8	-179,2	0,0	148,1	-2,1	0,0	76,1	13,3	-80,4	13,1	171,8	25,5	156,5	-2,1	252,7	76,8	23,6	-80,4	22,7	75,0	23,6	156,8	-2,1	349,7	
695,0	1	694,0	1	695,0	23,9	156,5	-2,2	2000	NaN	NaN	C	35944	73,6	71,6	56	59,3556558	24,7123217	6619977,67	1050951,08	77,3	353,3	False	NaN	167,8	_	55	NaN	_	NaN	NaN	_	NaN	77,3	23,9	-80,4	22,9	77,3	23,9	156,5	-2,2	353,3	74,2	22,1	-80,4	22,1	-0,9	22,1	153,8	-2,2	150,0	74,6	25,4	-80,4	24,5	74,6	25,4	154,5	-2,2	406,6	70,1	51,4	-75,7	50,1	-179,3	0,0	145,3	-2,2	0,0	74,2	13,4	-80,4	13,1	168,0	25,8	153,8	-2,2	257,1	77,3	23,9	-80,4	22,9	77,3	23,9	156,5	-2,2	353,3	
696,0	1	695,0	1	696,0	24,4	157,8	-2,3	2000	NaN	NaN	C	35992	73,6	71,6	56	59,3556472	24,7123157	6619976,68	1050950,88	76,8	356,2	False	NaN	168,2	_	55	NaN	_	NaN	NaN	_	NaN	78,6	24,4	-79,8	22,8	76,8	24,4	157,8	-2,3	356,2	76,8	22,4	-77,3	22,4	0,8	22,4	154,5	-2,4	152,8	76,8	25,4	-77,3	24,4	74,0	25,4	154,5	-2,4	403,9	71,9	51,5	-74,6	50,3	-179,6	0,0	146,5	-2,4	0,0	76,8	13,5	-79,0	13,2	166,8	26,3	155,3	-2,3	258,0	78,6	24,4	-79,8	22,8	76,8	24,4	157,8	-2,3	356,2	
697,0	1	696,0	1	697,0	24,4	155,8	-2,3	2000	NaN	NaN	C	36040	73,6	71,6	56	59,3556386	24,7123097	6619975,67	1050950,68	76,7	359,1	False	NaN	168,3	_	64	NaN	_	NaN	NaN	_	NaN	76,7	24,4	-79,8	23,1	76,7	24,4	155,8	-2,3	359,1	76,7	22,5	-79,8	22,5	-0,4	22,5	155,2	-2,3	162,0	76,7	25,3	-79,8	24,0	76,7	25,3	155,2	-2,3	406,6	71,4	51,5	-75,2	50,1	-179,3	0,0	146,0	-2,3	0,0	76,7	13,4	-79,8	13,3	169,9	26,2	155,2	-2,3	253,3	76,7	24,4	-79,8	23,1	76,7	24,4	155,8	-2,3	359,1	
698,0	1	697,0	1	698,0	24,4	155,7	-2,3	2000	NaN	NaN	C	36089	73,6	71,6	56	59,3556300	24,7123037	6619974,67	1050950,48	74,7	368,0	False	NaN	169,2	_	55	NaN	_	NaN	NaN	_	NaN	76,2	24,1	-79,2	23,1	74,7	24,4	155,7	-2,3	368,0	75,4	23,0	-79,2	23,0	0,2	23,0	154,5	-2,4	163,5	75,5	24,7	-79,1	24,9	74,7	25,4	154,5	-2,4	399,6	70,1	50,9	-73,8	50,7	-179,2	0,0	144,0	-2,4	0,0	74,7	13,1	-79,2	13,0	169,7	25,7	154,5	-2,3	255,5	76,2	24,1	-79,2	23,1	74,7	24,4	155,7	-2,3	368,0	
699,0	1	698,0	1	699,0	23,7	156,9	-2,5	2000	NaN	NaN	C	36144	73,6	71,6	56	59,3556202	24,7122967	6619973,53	1050950,25	-1,5	358,1	False	NaN	169,8	_	56	NaN	_	NaN	NaN	_	NaN	78,1	23,6	-78,5	23,3	-1,5	23,7	156,9	-2,5	358,1	78,1	22,5	-78,4	22,5	0,6	22,5	155,2	-2,4	160,7	78,1	24,5	-78,5	24,8	-1,8	24,8	156,3	-2,4	390,2	73,3	50,4	-74,8	50,9	-179,3	0,0	147,0	-2,4	0,0	78,1	13,0	-78,5	13,4	174,4	25,2	155,2	-2,5	252,5	78,1	23,6	-78,5	23,3	-1,5	23,7	156,9	-2,5	358,1	
700,0	1	699,0	1	700,0	23,8	158,0	-2,5	2000	NaN	NaN	C	36192	73,5	71,6	56	59,3556128	24,7122916	6619972,67	1050950,08	-77,2	355,4	False	NaN	169,8	_	28	NaN	_	NaN	NaN	_	NaN	80,0	22,7	-77,8	23,8	-77,2	23,8	158,0	-2,5	355,4	80,0	22,4	-77,8	22,4	3,7	22,4	158,0	-2,4	165,3	80,0	23,6	-77,2	24,2	-77,2	24,6	158,0	-2,4	394,2	73,3	49,9	-74,0	50,6	-179,3	0,0	147,3	-2,4	0,0	80,0	12,4	-77,8	13,6	168,3	25,3	158,0	-2,5	244,9	80,0	22,7	-77,8	23,8	-77,2	23,8	158,0	-2,5	355,4	
701,0	1	700,0	1	701,0	23,1	154,7	-2,4	2000	NaN	NaN	C	36241	73,5	71,6	56	59,3556042	24,7122855	6619971,67	1050949,88	78,1	344,8	False	NaN	170,8	_	45	NaN	_	NaN	NaN	_	NaN	78,9	23,1	-75,8	22,1	78,1	23,1	154,7	-2,4	344,8	78,9	21,6	-75,8	21,6	0,8	21,6	154,0	-2,4	149,2	78,9	24,6	-75,8	23,7	78,1	24,6	154,0	-2,4	392,7	73,4	50,3	-73,3	50,1	-179,5	0,0	146,0	-2,4	0,0	78,9	12,6	-75,8	12,7	172,8	25,1	154,7	-2,4	240,0	78,9	23,1	-75,8	22,1	78,1	23,1	154,7	-2,4	344,8	
702,0	1	701,0	1	702,0	23,6	156,0	-2,4	2000	NaN	NaN	C	36282	73,5	71,6	56	59,3555968	24,7122804	6619970,82	1050949,71	80,5	352,2	False	NaN	172,4	_	32	NaN	_	NaN	NaN	_	NaN	80,5	23,6	-76,2	22,5	80,5	23,6	156,0	-2,4	352,2	80,5	21,9	-76,2	21,9	0,8	21,9	156,0	-2,4	155,4	80,5	24,9	-76,2	24,0	80,5	24,9	156,0	-2,4	399,6	73,5	50,7	-71,4	50,5	-179,5	0,0	145,4	-2,4	0,0	80,5	12,8	-76,2	12,9	171,0	26,0	156,0	-2,4	244,3	80,5	23,6	-76,2	22,5	80,5	23,6	156,0	-2,4	352,2	
703,0	1	702,0	1	703,0	23,5	156,0	-2,4	2000	NaN	NaN	C	36331	73,6	71,6	56	59,3555882	24,7122743	6619969,81	1050949,51	80,0	354,4	False	NaN	172,7	_	45	NaN	_	NaN	NaN	_	NaN	80,0	23,5	-76,5	22,7	80,0	23,5	156,0	-2,4	354,4	78,7	22,6	-76,5	22,6	3,8	22,6	155,9	-2,4	161,5	80,0	24,4	-75,8	24,0	80,0	24,4	156,0	-2,4	380,6	74,6	50,1	-70,6	50,4	-179,4	0,0	145,3	-2,4	0,0	78,7	12,7	-76,5	13,3	174,7	26,0	155,9	-2,4	248,7	80,0	23,5	-76,5	22,7	80,0	23,5	156,0	-2,4	354,4	
704,0	1	703,0	1	704,0	23,4	153,8	-2,3	2000	NaN	NaN	C	36380	73,6	71,6	56	59,3555796	24,7122683	6619968,81	1050949,31	79,4	350,1	False	NaN	173,4	_	54	NaN	_	NaN	NaN	_	NaN	79,4	23,4	-73,7	22,7	79,4	23,4	153,8	-2,3	350,1	78,8	22,0	-73,7	22,0	5,0	22,0	151,9	-2,2	149,5	79,4	24,9	-72,6	23,4	79,4	24,9	152,7	-2,2	388,6	74,8	50,6	-69,9	50,4	-179,5	0,0	144,6	-2,2	0,0	78,8	12,7	-73,7	13,3	175,4	26,4	151,9	-2,3	250,4	79,4	23,4	-73,7	22,7	79,4	23,4	153,8	-2,3	350,1	
705,0	1	704,0	1	705,0	24,0	152,7	-2,2	2000	NaN	NaN	C	36429	73,6	71,6	56	59,3555723	24,7122632	6619967,96	1050949,14	78,8	364,7	False	NaN	174,3	_	45	NaN	_	NaN	NaN	_	NaN	78,8	24,0	-73,3	23,0	78,8	24,0	152,7	-2,2	364,7	78,8	23,1	-73,3	23,1	5,5	23,1	152,6	-2,1	162,1	78,8	24,6	-73,3	23,5	78,8	24,6	152,7	-2,1	375,9	74,6	50,2	-69,9	49,9	-179,6	0,0	144,6	-2,1	0,0	78,8	12,8	-73,3	13,4	175,9	26,4	152,6	-2,2	252,3	78,8	24,0	-73,3	23,0	78,8	24,0	152,7	-2,2	364,7	
706,0	1	705,0	1	706,0	24,1	157,1	-2,2	2000	NaN	NaN	C	36477	73,6	71,6	56	59,3555637	24,7122572	6619966,96	1050948,94	79,3	362,2	False	NaN	174,3	_	27	NaN	_	NaN	NaN	_	NaN	80,6	24,1	-75,3	23,1	79,3	24,1	157,1	-2,2	362,2	80,6	23,0	-75,3	23,0	6,1	23,0	157,1	-2,1	164,9	80,6	25,0	-75,3	23,9	79,3	25,0	157,1	-2,1	395,6	76,0	50,5	-70,6	50,4	-179,7	0,0	146,7	-2,1	0,0	79,3	13,1	-75,8	13,5	175,1	26,6	155,8	-2,2	253,6	80,6	24,1	-75,3	23,1	79,3	24,1	157,1	-2,2	362,2	
707,0	1	706,0	1	707,0	24,0	155,5	-2,2	2000	NaN	NaN	C	36533	73,5	71,6	56	59,3555539	24,7122503	6619965,81	1050948,71	82,0	356,1	False	NaN	174,9	_	31	NaN	_	NaN	NaN	_	NaN	82,0	24,0	-73,3	22,8	82,0	24,0	155,5	-2,2	356,1	81,1	22,9	-73,9	22,9	7,0	22,9	154,3	-2,2	160,9	81,1	24,1	-73,3	23,5	81,1	24,1	154,3	-2,2	378,8	76,9	50,0	-68,8	49,9	-179,7	0,0	145,3	-2,2	0,0	81,1	12,6	-73,9	13,3	177,3	26,3	154,3	-2,2	252,3	82,0	24,0	-73,3	22,8	82,0	24,0	155,5	-2,2	356,1	
708,0	1	707,0	1	708,0	23,7	157,9	-2,2	2000	NaN	NaN	C	36582	73,5	71,6	56	59,3555453	24,7122443	6619964,81	1050948,51	83,4	353,6	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	83,4	23,7	-73,3	22,6	83,4	23,7	157,9	-2,2	353,6	83,4	22,8	-73,8	22,8	7,9	22,8	157,1	-2,1	167,7	83,4	24,2	-73,2	23,0	83,4	24,2	157,9	-2,1	363,2	78,1	49,6	-68,6	49,6	-179,7	0,0	146,1	-2,1	0,0	83,4	12,6	-73,8	13,2	178,7	26,2	157,1	-2,2	244,9	83,4	23,7	-73,3	22,6	83,4	23,7	157,9	-2,2	353,6	
709,0	1	708,0	1	709,0	23,5	157,6	-2,2	2000	NaN	NaN	C	36624	73,5	71,6	56	59,3555379	24,7122392	6619963,95	1050948,34	83,1	351,3	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	83,1	23,5	-74,5	22,3	83,1	23,5	157,6	-2,2	351,3	82,8	22,4	-74,5	22,4	5,3	22,4	157,2	-2,1	158,7	83,1	23,9	-74,2	23,2	83,1	23,9	157,6	-2,1	372,1	77,3	49,4	-68,6	49,4	-179,6	0,0	146,0	-2,1	0,0	82,8	12,4	-74,5	13,2	177,2	26,6	157,2	-2,2	246,4	83,1	23,5	-74,5	22,3	83,1	23,5	157,6	-2,2	351,3	
