ViaPPS produsert fil	: Filversjon 1.21
F.ID.	: Rosita_NO_001
ViaPPS software versjon	: 8.9.12.1

Rapportdato				: 26.03.2026 13:24:47
Filnavn					: PPS_Fy01_1_1_m00000-1_m00901_felt1___20260313-145014.txt
Mappe					: D:\ViaPPS_RBS\RAW_DATA\Fy001_1_hp1_f1_20260313-145014

ViaPPS opptakerversjon	: 8.5.6.0 - 01.06.2016 13:21:02

Sjåfør					: Egon
Bilnummer				: 
UtstyrsID				: VIATECH
Utstyrsmerknader		: 
Opptaksdato				: 13.03.2026 14:50:14
Formål					: 
Måleserienummer					: 1
Målingskommentarer		: 
Målingslengde			: 901
Værkommentarer			: 
Teksturlaserposisjon	: Y

Beregningsintervall [m]	: 1
Rettholt venstre [m]	: Bunnrettholt : -1,8[m]  Snorholt : -1,8[m]  Regresjonsholt : -1,8[m]
Rettholt høyre [m]		: Bunnrettholt :  1,8[m]  Snorholt :  1,8[m]  Regresjonsholt :  1,8[m]
Filter orden [punkter]	: 11
Profil snittlengde [m]	: 0,0
Metodefil versjon/dato	: Ikke tilgjengelig
Beregningskommentaer	: Beregningstype=CEN_13036_8, Midlingsalgoritme=ChebyshevFilter, AntallMidledeProfiler=1, Rettholtlengdetype=Fast lengde, Sporryggdeteksjon=Av
Kalibreringsdata	: Kalib.dato=19. juni 2025 09:11:30, Pulser=1203,835000, Rull=0,000000, Stamp=-0,033432, ScannerRull=-0,006738
Tverrfallskalibreringsdata	: 13. mars 2026 14:35:31
Sensormontasjedata1	: Imu=-1,60[m], ProfileScanner=-3,60[m], TeksturLaser=2,26[m]
Sensormontasjedata2	: GnssDx=-1,92[m], GnssDy=-0,28[m], GnssDz=-2,29[m]
Sensormontasjedata3	: GnssImuDx=-0,03[m], GnssImuDy=0,33[m], GnssImuDz=1,51[m]

Vegnett fylkesversjon			: 
Vegnett serverversjon			: 
Vegnett genereringsappliksajonsversjon	: 

Startposisjon:
Fylke			: 1
Veg				: 1
Strekning		: 1
Vegmeter		: 0
Kjørefelt		: 1
Stedsnavn		: 

Stopposisjon:
Fylke			: 1
Veg				: 1
Strekning		: 1
Vegmeter		: 901,104582542458
Kjørefelt		: 1
Stedsnavn		: 

Vegnettnoder
Nodenr	: Lengde [m]	: Fylke []	: Stedsnavn []	: Vegnavn []	: Hp []	: Fra Vegmeter [m]	: Til Vegmeter [m]	: 
Node0	: 900	: 1	: 	: 1	: 1	: -1	: 902

Justeringsnoder
Justeringnr	: Distanse [m]	: Justering [m]

Utkjørt meter [m]	Fra strekning []	Fra vegmeter [m]	Til strekning []	Til vegmeter [m]	Spordybde [mm]	Sporbredde [cm]	Tverrfall [%]	Kurveradius [m]	IRI [mm/m]	MPD [mm]	Beregningsmetode []	Tid [ms]	Hastighet [km/t]	Høyde [m]	Signalkvalitet [%]	Breddegrad [°]	Lengdegrad [°]	Sone 33V N [m]	Sone 33V Ø [m]	Sporposisjon [cm]	Areal [cm^2]	Pause []	Pos. asfalt kant [cm]	Pos. kantlinje [cm]	Type kantlinje []	Kval. kantlinje [%]	Pos. midtlinje [cm]	Type midtlinje []	Kval. midtlinje [%]	Pos. ekstra midtlinje [cm]	Type ekstra midtlinje []	Kval. ekstra midtlinje [%]	CEN 13036 Høyre sporposisjon [cm]	CEN 13036 Høyre spordybde [mm]	CEN 13036 Venstre sporposisjon [cm]	CEN 13036 Venstre spordybde [mm]	CEN 13036 Max sporposisjon [cm]	CEN 13036 Max spordybde [mm]	CEN 13036 Sporbredde [cm]	CEN 13036 Tverrfall [%]	CEN 13036 Areal [cm^2]	Bunn Høyre sporposisjon [cm]	Bunn Høyre spordybde [mm]	Bunn Venstre sporposisjon [cm]	Bunn Venstre spordybde [mm]	Bunn Max sporposisjon [cm]	Bunn Max spordybde [mm]	Bunn Sporbredde [cm]	Bunn Tverrfall [%]	Bunn Areal [cm^2]	Snor Høyre sporposisjon [cm]	Snor Høyre spordybde [mm]	Snor Venstre sporposisjon [cm]	Snor Venstre spordybde [mm]	Snor Max sporposisjon [cm]	Snor Max spordybde [mm]	Snor Sporbredde [cm]	Snor Tverrfall [%]	Snor Areal [cm^2]	Krum Høyre sporposisjon [cm]	Krum Høyre spordybde [mm]	Krum Venstre sporposisjon [cm]	Krum Venstre spordybde [mm]	Krum Max sporposisjon [cm]	Krum Max spordybde [mm]	Krum Sporbredde [cm]	Krum Tverrfall [%]	Krum Areal [cm^2]	Regresjon Høyre sporposisjon [cm]	Regresjon Høyre spordybde [mm]	Regresjon Venstre sporposisjon [cm]	Regresjon Venstre spordybde [mm]	Regresjon Max sporposisjon [cm]	Regresjon Max spordybde [mm]	Regresjon Sporbredde [cm]	Regresjon Tverrfall [%]	Regresjon Areal [cm^2]	Metode Høyre sporposisjon [cm]	Metode Høyre spordybde [mm]	Metode Venstre sporposisjon [cm]	Metode Venstre spordybde [mm]	Metode Max sporposisjon [cm]	Metode Max spordybde [mm]	Metode Sporbredde [cm]	Metode Tverrfall [%]	Metode Areal [cm^2]	
20,0	1	19,0	1	20,0	22,4	160,3	-0,7	2000	NaN	NaN	C	1525	59,0	68,4	56	59,3613178	24,7164132	6620637,80	1051089,85	-82,0	333,7	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	77,5	20,9	-82,6	22,4	-82,0	22,4	160,3	-0,7	333,7	77,1	19,6	-81,9	19,6	-2,2	19,6	158,7	-0,5	133,4	76,4	23,3	-81,9	24,7	-80,5	25,1	158,3	-0,5	404,9	72,7	49,1	-77,5	48,8	-179,8	0,0	150,4	-0,5	0,0	76,4	10,9	-81,9	13,5	179,1	27,0	158,3	-0,7	236,7	77,5	20,9	-82,6	22,4	-82,0	22,4	160,3	-0,7	333,7	
21,0	1	20,0	1	21,0	21,2	163,4	-0,7	2000	NaN	NaN	C	1588	59,1	68,4	56	59,3613099	24,7164076	6620636,88	1051089,66	-82,6	320,5	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	78,8	20,5	-83,9	21,2	-82,6	21,2	163,4	-0,7	320,5	78,1	18,9	-81,9	18,9	0,8	18,9	159,3	-0,6	129,6	78,1	22,5	-81,9	23,1	-81,3	23,1	159,3	-0,6	375,6	73,3	48,7	-76,5	46,5	-179,5	0,0	148,6	-0,6	0,0	78,1	10,9	-82,4	12,5	179,7	25,3	159,3	-0,7	229,7	78,8	20,5	-83,9	21,2	-82,6	21,2	163,4	-0,7	320,5	
22,0	1	21,0	1	22,0	21,1	160,8	-0,8	2000	NaN	NaN	C	1650	59,0	68,4	56	59,3613011	24,7164012	6620635,85	1051089,45	-78,6	320,0	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	79,5	20,7	-81,3	20,9	-78,6	21,1	160,8	-0,8	320,0	79,5	18,5	-79,9	18,5	-5,7	18,5	160,0	-0,7	126,3	79,5	22,7	-79,9	23,1	-78,0	23,4	160,2	-0,7	381,8	73,5	47,7	-73,3	46,0	-179,5	0,0	148,1	-0,7	0,0	78,8	10,6	-79,9	12,2	179,3	25,1	158,1	-0,8	226,5	79,5	20,7	-81,3	20,9	-78,6	21,1	160,8	-0,8	320,0	
23,0	1	22,0	1	23,0	21,3	158,7	-0,9	2000	NaN	NaN	C	1713	59,0	68,5	56	59,3612923	24,7163949	6620634,82	1051089,24	-80,0	322,0	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	76,7	20,0	-80,6	21,3	-80,0	21,3	158,7	-0,9	322,0	76,1	18,8	-80,6	18,8	0,7	18,8	156,9	-0,8	124,1	76,1	22,4	-80,6	23,7	-76,7	23,7	156,9	-0,8	389,6	73,5	47,2	-74,7	44,8	-179,4	0,0	148,3	-0,8	0,0	76,1	10,6	-80,6	12,4	179,5	24,9	158,1	-0,9	226,2	76,7	20,0	-80,6	21,3	-80,0	21,3	158,7	-0,9	322,0	
24,0	1	23,0	1	24,0	21,2	159,7	-1,0	2000	NaN	NaN	C	1768	59,0	68,5	56	59,3612844	24,7163892	6620633,90	1051089,05	-80,9	311,0	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	80,1	19,6	-80,9	21,2	-80,9	21,2	159,7	-1,0	311,0	78,8	18,2	-78,6	18,2	1,4	18,2	157,8	-0,9	123,3	78,8	22,0	-78,6	23,4	-78,6	23,4	157,8	-0,9	380,4	72,8	46,7	-73,4	45,5	-179,3	0,0	148,1	-0,9	0,0	78,8	10,6	-79,6	12,4	177,8	24,5	158,2	-1,0	226,4	80,1	19,6	-80,9	21,2	-80,9	21,2	159,7	-1,0	311,0	
25,0	1	24,0	1	25,0	22,3	162,2	-1,2	2000	NaN	NaN	C	1831	59,1	68,5	56	59,3612765	24,7163835	6620632,98	1051088,85	-81,3	321,7	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	80,9	20,0	-81,3	22,3	-81,3	22,3	162,2	-1,2	321,7	80,9	19,2	-80,6	19,2	-1,6	19,2	160,0	-1,0	133,8	80,7	21,6	-80,6	24,1	-80,6	24,1	159,3	-1,0	374,2	73,6	45,4	-76,0	45,2	-179,2	0,0	148,9	-1,0	0,0	80,7	10,5	-80,6	13,2	176,2	24,5	160,1	-1,2	225,4	80,9	20,0	-81,3	22,3	-81,3	22,3	162,2	-1,2	321,7	
26,0	1	25,0	1	26,0	21,3	162,8	-1,3	2000	NaN	NaN	C	1893	59,1	68,5	56	59,3612676	24,7163772	6620631,95	1051088,64	-80,6	307,6	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	81,6	19,6	-80,6	21,3	-80,6	21,3	162,8	-1,3	307,6	81,5	19,2	-79,9	19,2	-2,8	19,2	160,9	-1,1	133,3	81,4	21,1	-80,6	22,7	-80,6	22,7	160,9	-1,1	353,0	75,6	45,6	-74,7	44,5	-179,6	0,0	150,6	-1,1	0,0	79,4	10,4	-80,6	12,4	178,9	24,1	160,9	-1,3	223,6	81,6	19,6	-80,6	21,3	-80,6	21,3	162,8	-1,3	307,6	
27,0	1	26,0	1	27,0	21,7	162,0	-1,5	2000	NaN	NaN	C	1956	59,2	68,5	56	59,3612588	24,7163708	6620630,92	1051088,43	-80,6	301,4	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	80,8	19,8	-80,6	21,7	-80,6	21,7	162,0	-1,5	301,4	80,8	18,8	-80,0	18,8	-1,0	18,8	160,1	-1,3	130,8	80,8	21,6	-80,0	23,4	-80,0	23,4	160,1	-1,3	358,5	74,9	45,6	-74,0	44,6	-179,3	0,0	149,4	-1,3	0,0	80,1	10,7	-80,1	13,1	179,1	24,5	159,5	-1,5	220,4	80,8	19,8	-80,6	21,7	-80,6	21,7	162,0	-1,5	301,4	
28,0	1	27,0	1	28,0	22,0	160,0	-1,4	2000	NaN	NaN	C	2019	59,2	68,5	56	59,3612499	24,7163646	6620629,89	1051088,21	-79,9	314,4	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	80,1	19,8	-79,9	22,0	-79,9	22,0	160,0	-1,4	314,4	80,1	19,5	-78,0	19,5	-2,2	19,5	158,6	-1,2	128,9	80,1	21,2	-78,6	23,6	-78,6	23,6	160,0	-1,2	364,8	74,1	45,6	-73,3	45,2	-179,2	0,0	148,0	-1,2	0,0	80,1	10,5	-78,6	13,1	176,1	24,4	160,0	-1,4	230,1	80,1	19,8	-79,9	22,0	-79,9	22,0	160,0	-1,4	314,4	
29,0	1	28,0	1	29,0	22,3	159,4	-1,5	2000	NaN	NaN	C	2074	59,2	68,5	56	59,3612430	24,7163596	6620629,08	1051088,05	-78,9	319,8	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	80,2	20,7	-78,9	22,3	-78,9	22,3	159,4	-1,5	319,8	80,2	19,7	-77,9	19,7	1,1	19,7	158,4	-1,3	130,5	79,2	22,6	-78,2	24,0	-78,2	24,0	157,7	-1,3	373,4	75,9	47,1	-73,8	46,2	-179,7	0,0	149,7	-1,3	0,0	79,2	10,9	-78,5	13,6	177,7	25,9	157,7	-1,5	226,6	80,2	20,7	-78,9	22,3	-78,9	22,3	159,4	-1,5	319,8	
30,0	1	29,0	1	30,0	21,8	156,7	-1,3	2000	NaN	NaN	C	2137	59,2	68,5	56	59,3612341	24,7163532	6620628,05	1051087,83	-77,2	306,9	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	79,5	20,2	-77,9	21,4	-77,2	21,8	156,7	-1,3	306,9	79,5	19,6	-77,2	19,6	1,3	19,6	156,7	-1,2	129,7	78,8	21,9	-77,2	22,9	-77,2	23,1	155,3	-1,2	354,4	75,6	47,0	-72,1	47,0	-179,7	0,0	147,5	-1,2	0,0	78,8	11,2	-77,3	13,2	178,6	24,7	155,3	-1,3	224,6	79,5	20,2	-77,9	21,4	-77,2	21,8	156,7	-1,3	306,9	
31,0	1	30,0	1	31,0	22,0	159,9	-1,4	2000	NaN	NaN	C	2199	59,2	68,5	56	59,3612253	24,7163468	6620627,01	1051087,62	-76,5	321,1	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	80,9	21,7	-78,5	21,7	-76,5	22,0	159,9	-1,4	321,1	80,9	20,5	-77,9	20,5	1,3	20,5	156,9	-1,3	139,5	80,9	22,7	-77,9	23,1	-74,1	23,3	156,9	-1,3	357,4	74,9	47,8	-72,5	47,4	-179,7	0,0	146,8	-1,3	0,0	80,9	12,0	-78,5	13,0	179,1	25,0	159,2	-1,4	233,4	80,9	21,7	-78,5	21,7	-76,5	22,0	159,9	-1,4	321,1	
32,0	1	31,0	1	32,0	22,9	157,3	-1,4	2000	NaN	NaN	C	2262	59,2	68,5	55	59,3612164	24,7163404	6620625,98	1051087,40	-77,1	332,0	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	80,3	21,6	-77,1	22,9	-77,1	22,9	157,3	-1,4	332,0	79,6	21,6	-76,4	21,6	4,3	21,6	156,5	-1,3	142,2	79,5	22,8	-76,5	24,2	-75,8	24,2	156,5	-1,3	362,2	76,2	47,3	-71,2	46,9	-179,6	0,0	147,2	-1,3	0,0	79,5	12,1	-76,5	13,2	179,1	24,5	156,5	-1,4	235,9	80,3	21,6	-77,1	22,9	-77,1	22,9	157,3	-1,4	332,0	
33,0	1	32,0	1	33,0	26,0	157,2	-1,5	2000	NaN	NaN	C	2317	59,2	68,5	55	59,3612095	24,7163355	6620625,18	1051087,23	-77,8	339,4	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	79,2	22,3	-79,0	26,0	-77,8	26,0	157,2	-1,5	339,4	79,2	22,5	-76,2	22,5	3,8	22,5	156,0	-1,3	145,8	78,8	23,8	-77,4	27,0	-76,2	27,0	156,3	-1,3	387,7	76,1	48,0	-71,5	47,8	-179,5	0,0	148,3	-1,3	0,0	78,8	12,6	-77,4	15,6	-148,8	27,3	156,3	-1,5	254,2	79,2	22,3	-79,0	26,0	-77,8	26,0	157,2	-1,5	339,4	
34,0	1	33,0	1	34,0	26,9	156,0	-1,6	2000	NaN	NaN	C	2379	59,3	68,5	56	59,3612007	24,7163291	6620624,14	1051087,01	-76,5	341,8	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	79,5	22,8	-76,5	26,9	-76,5	26,9	156,0	-1,6	341,8	79,5	23,2	-75,9	23,2	4,9	23,2	155,3	-1,2	149,4	78,8	24,8	-75,9	28,4	-75,9	28,4	154,0	-1,2	393,4	76,8	48,5	-72,1	48,5	-179,1	0,0	147,9	-1,2	0,0	78,8	12,7	-75,9	16,9	179,4	28,6	154,0	-1,6	257,3	79,5	22,8	-76,5	26,9	-76,5	26,9	156,0	-1,6	341,8	
35,0	1	34,0	1	35,0	25,3	155,8	-1,6	2000	NaN	NaN	C	2441	59,3	68,5	56	59,3611918	24,7163227	6620623,11	1051086,80	-76,6	344,1	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	79,4	23,8	-76,6	25,3	-76,6	25,3	155,8	-1,6	344,1	78,8	22,8	-75,8	22,8	3,1	22,8	153,8	-1,4	140,1	78,8	26,0	-76,6	27,1	-74,5	27,1	153,8	-1,4	406,6	76,8	49,7	-72,5	48,2	-179,6	0,0	148,6	-1,4	0,0	78,8	13,7	-76,6	15,1	179,6	27,7	154,6	-1,6	254,3	79,4	23,8	-76,6	25,3	-76,6	25,3	155,8	-1,6	344,1	
36,0	1	35,0	1	36,0	23,8	156,6	-1,6	2000	NaN	NaN	C	2503	59,3	68,5	56	59,3611839	24,7163170	6620622,19	1051086,60	-75,8	333,0	False	NaN	NaN	_	NaN	-156,6	_	21	NaN	_	NaN	80,7	22,2	-75,8	23,8	-75,8	23,8	156,6	-1,6	333,0	80,1	21,0	-74,0	21,0	3,8	21,0	153,2	-1,5	136,1	78,7	24,1	-74,0	25,8	-74,0	25,8	152,8	-1,5	393,2	76,1	47,5	-69,3	46,3	-165,5	0,2	146,1	-1,5	0,0	78,7	12,2	-75,8	14,3	176,9	26,5	152,8	-1,6	243,9	80,7	22,2	-75,8	23,8	-75,8	23,8	156,6	-1,6	333,0	
37,0	1	36,0	1	37,0	24,6	157,3	-1,7	2000	NaN	NaN	C	2565	59,3	68,5	56	59,3611750	24,7163106	6620621,16	1051086,39	-77,0	345,1	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	79,5	22,6	-77,0	24,6	-77,0	24,6	157,3	-1,7	345,1	79,5	21,4	-75,8	21,4	0,8	21,4	154,6	-1,5	139,2	79,5	24,6	-75,9	26,5	-75,8	26,5	155,9	-1,5	410,9	76,7	48,2	-71,3	47,4	-179,2	0,0	148,2	-1,5	0,0	79,5	12,6	-75,9	14,5	177,1	27,4	155,9	-1,7	252,0	79,5	22,6	-77,0	24,6	-77,0	24,6	157,3	-1,7	345,1	
38,0	1	37,0	1	38,0	25,1	158,0	-1,9	2000	NaN	NaN	C	2621	59,3	68,5	56	59,3611671	24,7163049	6620620,24	1051086,20	-76,2	349,1	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	82,1	21,6	-76,2	25,1	-76,2	25,1	158,0	-1,9	349,1	82,1	21,5	-74,6	21,5	-2,7	21,5	156,1	-1,6	135,8	82,1	23,9	-75,5	27,3	-75,5	27,3	157,6	-1,6	422,3	76,0	47,6	-71,5	48,5	-164,8	0,2	147,3	-1,6	0,1	82,1	11,3	-75,5	15,0	177,9	27,8	157,6	-1,9	249,2	82,1	21,6	-76,2	25,1	-76,2	25,1	158,0	-1,9	349,1	
39,0	1	38,0	1	39,0	23,4	160,2	-2,0	2000	NaN	NaN	C	2683	59,3	68,5	55	59,3611582	24,7162985	6620619,20	1051085,98	-77,3	343,5	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	83,4	21,1	-77,3	23,4	-77,3	23,4	160,2	-2,0	343,5	83,3	20,5	-75,9	20,5	3,7	20,5	158,1	-1,8	142,5	82,6	23,4	-75,9	25,3	-75,9	25,4	159,9	-1,8	416,4	78,0	46,8	-70,6	46,0	-163,8	0,4	148,6	-1,8	0,3	82,6	11,2	-77,2	13,3	176,8	26,4	159,9	-2,0	242,9	83,4	21,1	-77,3	23,4	-77,3	23,4	160,2	-2,0	343,5	
40,0	1	39,0	1	40,0	22,6	160,0	-2,1	2000	NaN	NaN	C	2745	59,3	68,5	56	59,3611503	24,7162928	6620618,28	1051085,78	-77,1	335,0	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	82,8	21,3	-77,7	22,3	-77,1	22,6	160,0	-2,1	335,0	82,0	20,0	-77,0	20,0	4,9	20,0	159,3	-1,9	135,9	81,4	23,3	-77,1	24,6	-77,0	24,6	156,6	-1,9	401,1	76,1	46,9	-71,2	45,2	-165,3	0,3	147,3	-1,9	0,2	80,7	11,2	-77,1	12,8	178,8	25,7	156,6	-2,1	233,4	82,8	21,3	-77,7	22,3	-77,1	22,6	160,0	-2,1	335,0	
41,0	1	40,0	1	41,0	22,2	157,4	-2,0	2000	NaN	NaN	C	2808	59,3	68,5	56	59,3611415	24,7162863	6620617,24	1051085,56	-74,6	323,9	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	82,7	20,3	-74,6	22,2	-74,6	22,2	157,4	-2,0	323,9	82,7	19,7	-73,9	19,7	-0,3	19,7	157,3	-1,8	132,7	82,7	22,3	-73,9	24,0	-73,9	24,0	156,8	-1,8	368,9	77,4	46,5	-70,1	46,4	-179,7	0,0	148,6	-1,8	0,0	82,7	10,8	-74,5	13,5	179,0	25,2	156,8	-2,0	231,1	82,7	20,3	-74,6	22,2	-74,6	22,2	157,4	-2,0	323,9	
42,0	1	41,0	1	42,0	21,7	158,0	-2,1	2000	NaN	NaN	C	2870	59,4	68,5	56	59,3611326	24,7162798	6620616,21	1051085,34	-74,6	319,4	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	81,4	20,9	-75,3	21,7	-74,6	21,7	158,0	-2,1	319,4	81,4	19,8	-74,6	19,8	4,4	19,8	155,3	-2,0	127,0	81,4	22,4	-75,0	22,9	-73,9	23,2	155,3	-2,0	374,3	77,4	46,8	-70,7	46,3	-179,6	0,0	148,0	-2,0	0,0	81,4	11,2	-75,3	13,1	178,2	25,4	157,2	-2,1	226,7	81,4	20,9	-75,3	21,7	-74,6	21,7	158,0	-2,1	319,4	
43,0	1	42,0	1	43,0	20,8	159,3	-2,1	2000	NaN	NaN	C	2926	59,4	68,5	56	59,3611247	24,7162742	6620615,29	1051085,15	-73,9	304,3	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	82,7	20,6	-76,9	20,7	-73,9	20,8	159,3	-2,1	304,3	82,6	19,4	-76,9	19,4	0,8	19,4	159,3	-2,0	131,7	82,6	22,0	-76,9	22,2	4,1	22,3	159,3	-2,0	348,8	78,3	46,0	-71,8	44,8	-179,6	0,0	148,7	-2,0	0,0	82,3	10,9	-76,9	12,5	178,7	24,2	159,3	-2,1	222,2	82,7	20,6	-76,9	20,7	-73,9	20,8	159,3	-2,1	304,3	
44,0	1	43,0	1	44,0	22,0	158,4	-2,2	2000	NaN	NaN	C	2982	59,4	68,6	56	59,3611178	24,7162691	6620614,48	1051084,98	-75,2	318,5	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	82,5	21,1	-75,2	21,6	-75,2	22,0	158,4	-2,2	318,5	82,5	20,0	-75,2	20,0	5,6	20,0	157,9	-2,0	131,1	82,5	22,5	-75,2	23,1	-75,2	23,3	157,9	-2,0	357,2	79,0	46,2	-70,2	44,4	-164,9	0,1	148,9	-2,0	0,1	82,5	11,2	-75,2	13,1	179,4	24,8	157,9	-2,2	225,7	82,5	21,1	-75,2	21,6	-75,2	22,0	158,4	-2,2	318,5	
45,0	1	44,0	1	45,0	21,9	158,6	-2,1	2000	NaN	NaN	C	3045	59,4	68,6	55	59,3611089	24,7162627	6620613,44	1051084,76	-75,9	314,4	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	82,2	20,4	-75,9	21,9	-75,9	21,9	158,6	-2,1	314,4	82,2	20,1	-74,6	20,1	2,0	20,1	158,0	-2,0	129,0	81,5	21,6	-74,6	23,1	-74,6	23,1	155,9	-2,0	345,5	76,8	45,2	-69,9	44,5	-170,3	0,2	147,4	-2,0	0,0	81,4	10,7	-74,6	13,1	179,1	24,6	156,7	-2,1	217,9	82,2	20,4	-75,9	21,9	-75,9	21,9	158,6	-2,1	314,4	
46,0	1	45,0	1	46,0	20,6	159,3	-2,2	2000	NaN	NaN	C	3108	59,4	68,6	55	59,3611000	24,7162562	6620612,41	1051084,54	81,5	290,3	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	83,5	20,0	-75,9	19,9	81,5	20,6	159,3	-2,2	290,3	81,5	18,9	-75,9	18,9	0,8	18,9	158,0	-2,1	120,5	82,9	21,3	-74,7	21,1	81,5	21,4	158,6	-2,1	328,4	77,4	45,0	-69,4	42,8	-178,9	0,0	146,8	-2,1	0,0	81,5	10,8	-75,9	12,4	178,6	24,3	158,0	-2,2	211,4	83,5	20,0	-75,9	19,9	81,5	20,6	159,3	-2,2	290,3	
47,0	1	46,0	1	47,0	21,6	159,5	-2,3	2000	NaN	NaN	C	3171	59,4	68,6	55	59,3610911	24,7162498	6620611,37	1051084,32	-76,6	293,6	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	83,4	19,8	-76,7	21,6	-76,6	21,6	159,5	-2,3	293,6	83,6	19,5	-76,7	19,5	1,9	19,5	160,1	-2,1	130,0	83,4	21,2	-76,7	22,5	-76,6	22,5	159,5	-2,1	337,7	79,4	44,7	-72,0	44,1	-179,1	0,0	150,7	-2,1	0,0	83,4	10,9	-76,7	13,5	179,2	24,5	159,5	-2,3	222,4	83,4	19,8	-76,7	21,6	-76,6	21,6	159,5	-2,3	293,6	
48,0	1	47,0	1	48,0	22,7	157,1	-2,4	2000	NaN	NaN	C	3227	59,4	68,6	55	59,3610832	24,7162440	6620610,45	1051084,13	-76,2	298,9	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	81,3	19,3	-76,2	22,7	-76,2	22,7	157,1	-2,4	298,9	81,3	19,5	-75,2	19,5	-0,9	19,5	156,3	-2,1	127,5	81,0	20,8	-75,9	24,0	-75,9	24,0	156,3	-2,1	338,5	77,0	44,2	-73,2	44,8	-175,9	0,1	149,9	-2,1	0,0	80,7	10,2	-75,9	14,1	179,1	25,2	156,0	-2,4	224,8	81,3	19,3	-76,2	22,7	-76,2	22,7	157,1	-2,4	298,9	
49,0	1	48,0	1	49,0	22,1	161,5	-2,5	2000	NaN	NaN	C	3283	59,5	68,6	55	59,3610753	24,7162382	6620609,53	1051083,93	-78,0	308,3	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	83,8	19,7	-78,0	22,1	-78,0	22,1	161,5	-2,5	308,3	83,0	19,9	-76,1	19,9	1,7	19,9	159,1	-2,3	135,0	82,4	21,0	-76,7	23,4	-76,7	23,4	159,4	-2,3	349,6	76,8	44,4	-72,6	44,6	-174,3	0,0	149,8	-2,3	0,0	82,4	10,4	-77,1	13,4	175,0	24,5	160,1	-2,5	229,5	83,8	19,7	-78,0	22,1	-78,0	22,1	161,5	-2,5	308,3	
50,0	1	49,0	1	50,0	23,1	163,7	-2,4	2000	NaN	NaN	C	3353	59,5	68,6	55	59,3610664	24,7162318	6620608,49	1051083,71	-76,8	318,2	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	86,4	19,3	-76,8	23,1	-76,8	23,1	163,7	-2,4	318,2	87,1	19,2	-75,6	19,2	1,1	19,2	162,8	-2,1	136,6	85,9	21,2	-76,5	24,7	-76,5	24,7	162,8	-2,1	376,4	79,3	44,4	-72,5	45,2	-165,1	0,5	151,1	-2,1	0,6	85,3	10,0	-76,5	13,9	175,0	25,3	162,0	-2,4	226,2	86,4	19,3	-76,8	23,1	-76,8	23,1	163,7	-2,4	318,2	
51,0	1	50,0	1	51,0	21,1	159,9	-2,5	2000	NaN	NaN	C	3410	59,5	68,6	55	59,3610585	24,7162260	6620607,56	1051083,51	-76,6	314,6	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	83,4	20,6	-77,2	20,8	-76,6	21,1	159,9	-2,5	314,6	82,4	18,8	-77,2	18,8	2,3	18,8	158,9	-2,4	129,9	82,5	22,4	-77,2	22,7	-75,2	22,7	158,9	-2,4	371,0	78,9	45,4	-72,3	43,4	-166,1	0,4	150,9	-2,4	0,4	81,7	10,8	-77,2	12,1	178,3	24,4	158,9	-2,5	222,3	83,4	20,6	-77,2	20,8	-76,6	21,1	159,9	-2,5	314,6	
