ViaPPS produsert fil	: Filversjon 1.21
F.ID.	: Rosita_NO_001
ViaPPS software versjon	: 8.9.12.1

Rapportdato				: 26.03.2026 13:24:47
Filnavn					: PPS_Fy01_93_1_m99999-1_m99098_felt2___20260313-150110.txt
Mappe					: D:\ViaPPS_RBS\RAW_DATA\Fy001_93_hp1_f2_20260313-150110

ViaPPS opptakerversjon	: 8.5.6.0 - 01.06.2016 13:21:02

Sjåfør					: Egon
Bilnummer				: 
UtstyrsID				: VIATECH
Utstyrsmerknader		: 
Opptaksdato				: 13.03.2026 15:01:10
Formål					: 
Måleserienummer					: 1
Målingskommentarer		: 
Målingslengde			: 900
Værkommentarer			: 
Teksturlaserposisjon	: Y

Beregningsintervall [m]	: 1
Rettholt venstre [m]	: Bunnrettholt : -1,8[m]  Snorholt : -1,8[m]  Regresjonsholt : -1,8[m]
Rettholt høyre [m]		: Bunnrettholt :  1,8[m]  Snorholt :  1,8[m]  Regresjonsholt :  1,8[m]
Filter orden [punkter]	: 11
Profil snittlengde [m]	: 0,0
Metodefil versjon/dato	: Ikke tilgjengelig
Beregningskommentaer	: Beregningstype=CEN_13036_8, Midlingsalgoritme=ChebyshevFilter, AntallMidledeProfiler=1, Rettholtlengdetype=Fast lengde, Sporryggdeteksjon=Av
Kalibreringsdata	: Kalib.dato=19. juni 2025 09:11:30, Pulser=1203,835000, Rull=0,000000, Stamp=-0,033432, ScannerRull=-0,006738
Tverrfallskalibreringsdata	: 13. mars 2026 14:35:31
Sensormontasjedata1	: Imu=-1,60[m], ProfileScanner=-3,60[m], TeksturLaser=2,26[m]
Sensormontasjedata2	: GnssDx=-1,92[m], GnssDy=-0,28[m], GnssDz=-2,29[m]
Sensormontasjedata3	: GnssImuDx=-0,03[m], GnssImuDy=0,33[m], GnssImuDz=1,51[m]

Vegnett fylkesversjon			: 
Vegnett serverversjon			: 
Vegnett genereringsappliksajonsversjon	: 

Startposisjon:
Fylke			: 1
Veg				: 93
Strekning		: 1
Vegmeter		: 99999
Kjørefelt		: 2
Stedsnavn		: 

Stopposisjon:
Fylke			: 1
Veg				: 93
Strekning		: 1
Vegmeter		: 99098,7448540896
Kjørefelt		: 2
Stedsnavn		: 

Vegnettnoder
Nodenr	: Lengde [m]	: Fylke []	: Stedsnavn []	: Vegnavn []	: Hp []	: Fra Vegmeter [m]	: Til Vegmeter [m]	: 
Node0	: 901	: 1	: 	: 93	: 1	: 99098	: 100000

Justeringsnoder
Justeringnr	: Distanse [m]	: Justering [m]

Utkjørt meter [m]	Fra strekning []	Fra vegmeter [m]	Til strekning []	Til vegmeter [m]	Spordybde [mm]	Sporbredde [cm]	Tverrfall [%]	Kurveradius [m]	IRI [mm/m]	MPD [mm]	Beregningsmetode []	Tid [ms]	Hastighet [km/t]	Høyde [m]	Signalkvalitet [%]	Breddegrad [°]	Lengdegrad [°]	Sone 33V N [m]	Sone 33V Ø [m]	Sporposisjon [cm]	Areal [cm^2]	Pause []	Pos. asfalt kant [cm]	Pos. kantlinje [cm]	Type kantlinje []	Kval. kantlinje [%]	Pos. midtlinje [cm]	Type midtlinje []	Kval. midtlinje [%]	Pos. ekstra midtlinje [cm]	Type ekstra midtlinje []	Kval. ekstra midtlinje [%]	CEN 13036 Høyre sporposisjon [cm]	CEN 13036 Høyre spordybde [mm]	CEN 13036 Venstre sporposisjon [cm]	CEN 13036 Venstre spordybde [mm]	CEN 13036 Max sporposisjon [cm]	CEN 13036 Max spordybde [mm]	CEN 13036 Sporbredde [cm]	CEN 13036 Tverrfall [%]	CEN 13036 Areal [cm^2]	Bunn Høyre sporposisjon [cm]	Bunn Høyre spordybde [mm]	Bunn Venstre sporposisjon [cm]	Bunn Venstre spordybde [mm]	Bunn Max sporposisjon [cm]	Bunn Max spordybde [mm]	Bunn Sporbredde [cm]	Bunn Tverrfall [%]	Bunn Areal [cm^2]	Snor Høyre sporposisjon [cm]	Snor Høyre spordybde [mm]	Snor Venstre sporposisjon [cm]	Snor Venstre spordybde [mm]	Snor Max sporposisjon [cm]	Snor Max spordybde [mm]	Snor Sporbredde [cm]	Snor Tverrfall [%]	Snor Areal [cm^2]	Krum Høyre sporposisjon [cm]	Krum Høyre spordybde [mm]	Krum Venstre sporposisjon [cm]	Krum Venstre spordybde [mm]	Krum Max sporposisjon [cm]	Krum Max spordybde [mm]	Krum Sporbredde [cm]	Krum Tverrfall [%]	Krum Areal [cm^2]	Regresjon Høyre sporposisjon [cm]	Regresjon Høyre spordybde [mm]	Regresjon Venstre sporposisjon [cm]	Regresjon Venstre spordybde [mm]	Regresjon Max sporposisjon [cm]	Regresjon Max spordybde [mm]	Regresjon Sporbredde [cm]	Regresjon Tverrfall [%]	Regresjon Areal [cm^2]	Metode Høyre sporposisjon [cm]	Metode Høyre spordybde [mm]	Metode Venstre sporposisjon [cm]	Metode Venstre spordybde [mm]	Metode Max sporposisjon [cm]	Metode Max spordybde [mm]	Metode Sporbredde [cm]	Metode Tverrfall [%]	Metode Areal [cm^2]	
774,0	1	99226,0	1	99225,0	22,6	164,5	-3,6	2000	NaN	NaN	C	34979	78,2	70,8	56	59,3603237	24,7157625	6620522,46	1051069,31	98,7	345,5	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	98,7	22,6	-66,9	17,6	98,7	22,6	164,5	-3,6	345,5	95,8	18,2	-66,9	18,2	7,9	18,2	161,6	-3,6	149,4	95,8	24,8	-63,1	20,3	95,8	24,8	161,3	-3,6	419,2	80,7	48,6	-56,1	47,9	-179,8	0,0	136,7	-3,6	0,0	95,8	10,2	-66,9	9,8	179,3	27,0	161,6	-3,6	221,8	98,7	22,6	-66,9	17,6	98,7	22,6	164,5	-3,6	345,5	
775,0	1	99225,0	1	99224,0	23,2	161,0	-3,6	2000	NaN	NaN	C	35027	78,2	70,8	56	59,3603314	24,7157682	6620523,36	1051069,51	96,8	356,2	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	96,8	23,2	-64,3	18,3	96,8	23,2	161,0	-3,6	356,2	93,9	18,5	-64,3	18,5	13,8	18,5	154,6	-3,5	139,8	95,1	25,4	-63,0	21,4	95,1	25,4	155,9	-3,5	432,4	85,5	49,1	-57,9	49,3	-179,4	0,0	143,4	-3,5	0,0	93,9	10,5	-64,3	10,1	179,3	27,6	154,6	-3,6	229,3	96,8	23,2	-64,3	18,3	96,8	23,2	161,0	-3,6	356,2	
776,0	1	99224,0	1	99223,0	23,5	162,7	-3,6	2000	NaN	NaN	C	35075	78,2	70,8	56	59,3603405	24,7157748	6620524,42	1051069,73	97,5	360,0	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	97,5	23,5	-66,9	17,8	97,5	23,5	162,7	-3,6	360,0	94,5	18,4	-66,9	18,4	9,6	18,4	161,0	-3,6	148,2	95,9	25,7	-63,1	20,6	95,9	25,7	157,6	-3,6	439,9	82,6	49,4	-56,1	49,0	-179,5	0,0	140,1	-3,6	0,0	95,1	10,7	-66,9	9,6	179,3	27,7	161,0	-3,6	228,4	97,5	23,5	-66,9	17,8	97,5	23,5	162,7	-3,6	360,0	
777,0	1	99223,0	1	99222,0	23,8	164,7	-3,5	2000	NaN	NaN	C	35117	78,2	70,8	56	59,3603483	24,7157805	6620525,33	1051069,93	99,7	362,1	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	99,7	23,8	-65,0	18,0	99,7	23,8	164,7	-3,5	362,1	95,2	18,3	-65,6	18,3	9,6	18,3	161,8	-3,5	149,9	97,9	26,0	-64,1	21,0	97,9	26,0	161,6	-3,5	446,8	83,7	49,9	-59,2	49,0	-179,7	0,0	141,5	-3,5	0,0	95,5	10,5	-65,0	10,0	179,3	28,4	160,7	-3,5	226,2	99,7	23,8	-65,0	18,0	99,7	23,8	164,7	-3,5	362,1	
778,0	1	99222,0	1	99221,0	22,4	164,1	-3,4	2000	NaN	NaN	C	35158	78,2	70,8	56	59,3603561	24,7157862	6620526,24	1051070,12	97,3	346,8	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	97,3	22,4	-65,6	17,6	97,3	22,4	164,1	-3,4	346,8	91,0	18,3	-66,0	18,3	13,5	18,3	158,6	-3,4	143,9	94,8	24,3	-64,1	19,9	94,8	24,3	159,0	-3,4	411,8	85,1	48,4	-58,6	47,9	-179,8	0,0	143,0	-3,4	0,0	91,7	10,3	-66,0	9,6	179,6	26,4	158,6	-3,4	213,0	97,3	22,4	-65,6	17,6	97,3	22,4	164,1	-3,4	346,8	
779,0	1	99221,0	1	99220,0	22,4	165,6	-3,4	2000	NaN	NaN	C	35207	78,2	70,8	56	59,3603652	24,7157928	6620527,30	1051070,35	98,9	343,9	False	NaN	172,1	_	19	NaN	_	NaN	NaN	_	NaN	98,9	22,4	-68,2	17,0	98,9	22,4	165,6	-3,4	343,9	94,5	17,6	-68,2	17,6	9,1	17,6	163,2	-3,4	146,3	96,6	24,2	-64,2	19,6	96,6	24,2	162,7	-3,4	420,3	81,5	48,8	-59,1	47,4	-179,8	0,0	141,1	-3,4	0,0	94,5	10,0	-68,2	9,4	179,6	26,6	163,2	-3,4	218,1	98,9	22,4	-68,2	17,0	98,9	22,4	165,6	-3,4	343,9	
780,0	1	99220,0	1	99219,0	22,5	164,8	-3,4	2000	NaN	NaN	C	35255	78,2	70,8	56	59,3603730	24,7157985	6620528,22	1051070,54	95,9	344,0	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	95,9	22,5	-68,8	18,2	95,9	22,5	164,8	-3,4	344,0	95,4	17,9	-68,2	17,9	10,9	17,9	163,4	-3,3	143,9	95,9	24,8	-67,6	20,8	95,9	24,8	162,2	-3,3	430,8	86,2	48,9	-60,6	48,4	-179,5	0,0	146,2	-3,3	0,0	95,4	10,4	-68,7	10,1	179,5	27,3	163,4	-3,4	223,6	95,9	22,5	-68,8	18,2	95,9	22,5	164,8	-3,4	344,0	
781,0	1	99219,0	1	99218,0	23,5	165,7	-3,4	2000	NaN	NaN	C	35297	78,2	70,8	56	59,3603808	24,7158042	6620529,13	1051070,74	96,3	370,4	False	NaN	172,1	_	43	NaN	_	NaN	NaN	_	NaN	96,3	23,5	-68,3	18,4	96,3	23,5	165,7	-3,4	370,4	94,9	18,7	-68,3	18,7	7,0	18,7	162,7	-3,5	157,0	95,9	26,0	-64,0	21,5	95,9	26,0	159,6	-3,5	455,7	85,2	49,9	-56,7	49,7	-179,5	0,0	141,3	-3,5	0,0	94,9	10,7	-66,9	9,8	179,6	28,1	162,1	-3,4	228,8	96,3	23,5	-68,3	18,4	96,3	23,5	165,7	-3,4	370,4	
782,0	1	99218,0	1	99217,0	22,8	158,6	-3,2	2000	NaN	NaN	C	35345	78,2	70,8	56	59,3603900	24,7158108	6620530,19	1051070,96	93,0	349,4	False	NaN	171,9	_	46	NaN	_	NaN	NaN	_	NaN	93,0	22,8	-65,8	17,8	93,0	22,8	158,6	-3,2	349,4	91,8	18,4	-65,8	18,4	6,7	18,4	157,4	-3,2	139,3	93,0	24,8	-65,1	20,8	93,0	24,8	158,1	-3,2	432,6	83,3	48,9	-57,5	49,1	-179,8	0,0	140,8	-3,2	0,0	91,8	10,1	-65,8	10,2	179,4	27,2	158,1	-3,2	220,8	93,0	22,8	-65,8	17,8	93,0	22,8	158,6	-3,2	349,4	
783,0	1	99217,0	1	99216,0	22,3	168,6	-3,1	2000	NaN	NaN	C	35394	78,3	70,8	56	59,3603991	24,7158175	6620531,25	1051071,19	97,9	354,9	False	NaN	171,8	_	28	NaN	_	NaN	NaN	_	NaN	97,9	22,3	-70,2	18,8	97,9	22,3	168,6	-3,1	354,9	93,9	18,4	-70,2	18,4	6,7	18,4	164,7	-3,1	151,5	94,5	24,0	-67,0	21,1	94,5	24,0	163,5	-3,1	419,3	82,8	48,1	-59,9	48,6	-179,7	0,0	142,6	-3,1	0,0	93,9	9,8	-70,2	10,6	179,3	27,0	164,7	-3,1	219,5	97,9	22,3	-70,2	18,8	97,9	22,3	168,6	-3,1	354,9	
784,0	1	99216,0	1	99215,0	23,4	170,7	-3,1	2000	NaN	NaN	C	35443	78,3	70,8	56	59,3604082	24,7158241	6620532,32	1051071,42	98,6	365,6	False	NaN	171,9	_	65	NaN	_	NaN	NaN	_	NaN	98,6	23,4	-72,1	18,6	98,6	23,4	170,7	-3,1	365,6	94,7	19,2	-72,1	19,2	9,1	19,2	165,7	-3,1	165,3	98,0	24,7	-70,1	20,4	98,0	24,7	166,7	-3,1	423,0	84,8	48,4	-60,4	48,0	-179,5	0,0	145,1	-3,1	0,0	94,7	10,8	-72,1	9,8	179,3	26,7	165,7	-3,1	229,3	98,6	23,4	-72,1	18,6	98,6	23,4	170,7	-3,1	365,6	
785,0	1	99215,0	1	99214,0	23,4	165,7	-3,2	2000	NaN	NaN	C	35485	78,3	70,8	56	59,3604147	24,7158289	6620533,08	1051071,58	98,3	358,3	False	NaN	171,8	_	54	NaN	_	NaN	NaN	_	NaN	98,3	23,4	-68,4	18,8	98,3	23,4	165,7	-3,2	358,3	92,0	19,8	-68,4	19,8	5,0	19,8	161,1	-3,2	157,4	94,1	24,6	-67,1	20,3	94,1	24,6	163,4	-3,2	412,1	78,7	48,7	-61,9	47,7	-179,5	0,0	138,9	-3,2	0,0	92,0	10,6	-68,4	10,3	178,6	26,6	161,1	-3,2	225,7	98,3	23,4	-68,4	18,8	98,3	23,4	165,7	-3,2	358,3	
786,0	1	99214,0	1	99213,0	23,9	165,4	-3,2	2000	NaN	NaN	C	35533	78,3	70,7	56	59,3604238	24,7158355	6620534,13	1051071,81	95,6	360,2	False	NaN	171,7	_	56	NaN	_	NaN	NaN	_	NaN	95,6	23,9	-69,4	18,1	95,6	23,9	165,4	-3,2	360,2	94,2	18,8	-69,4	18,8	5,0	18,8	165,4	-3,2	157,9	94,3	25,0	-68,6	20,3	94,3	25,0	164,7	-3,2	413,9	84,9	48,8	-60,4	47,2	-179,4	0,0	146,9	-3,2	0,0	94,2	10,9	-69,4	9,7	179,0	27,2	165,4	-3,2	225,0	95,6	23,9	-69,4	18,1	95,6	23,9	165,4	-3,2	360,2	
787,0	1	99213,0	1	99212,0	25,0	165,3	-3,2	2000	NaN	NaN	C	35575	78,3	70,7	56	59,3604316	24,7158412	6620535,04	1051072,00	96,7	366,8	False	NaN	171,7	_	54	NaN	_	NaN	NaN	_	NaN	96,7	25,0	-68,0	18,0	96,7	25,0	165,3	-3,2	366,8	92,9	19,2	-68,7	19,2	5,2	19,2	163,1	-3,3	149,3	94,7	27,2	-68,0	20,4	94,7	27,2	162,4	-3,3	449,0	85,6	50,6	-58,8	48,2	-179,5	0,0	146,7	-3,3	0,0	94,4	11,7	-68,3	9,7	179,3	29,5	162,6	-3,2	228,9	96,7	25,0	-68,0	18,0	96,7	25,0	165,3	-3,2	366,8	
788,0	1	99212,0	1	99211,0	23,2	167,1	-3,1	2000	NaN	NaN	C	35617	78,3	70,7	56	59,3604394	24,7158470	6620535,95	1051072,20	97,4	367,6	False	NaN	171,2	_	43	NaN	_	NaN	NaN	_	NaN	97,4	23,2	-70,0	18,8	97,4	23,2	167,1	-3,1	367,6	93,6	18,7	-70,0	18,7	7,0	18,7	163,8	-3,1	157,9	93,7	25,3	-68,4	21,3	93,7	25,3	162,3	-3,1	445,5	83,0	49,2	-61,3	49,4	-179,4	0,0	144,6	-3,1	0,0	93,6	10,5	-70,0	10,1	179,3	27,1	163,8	-3,1	234,7	97,4	23,2	-70,0	18,8	97,4	23,2	167,1	-3,1	367,6	
789,0	1	99211,0	1	99210,0	23,6	166,9	-3,2	2000	NaN	NaN	C	35673	78,3	70,7	56	59,3604497	24,7158546	6620537,16	1051072,46	97,2	364,2	False	NaN	170,8	_	24	NaN	_	NaN	NaN	_	NaN	97,2	23,6	-70,0	19,2	97,2	23,6	166,9	-3,2	364,2	94,0	19,1	-70,0	19,1	5,6	19,1	164,1	-3,2	156,8	95,8	25,7	-68,7	21,6	95,8	25,7	164,6	-3,2	442,1	83,1	49,7	-63,3	49,0	-179,5	0,0	146,3	-3,2	0,0	94,0	10,8	-70,0	10,8	179,4	27,9	164,1	-3,2	237,1	97,2	23,6	-70,0	19,2	97,2	23,6	166,9	-3,2	364,2	
790,0	1	99210,0	1	99209,0	23,4	166,7	-3,0	2000	NaN	NaN	C	35715	78,3	70,7	56	59,3604575	24,7158603	6620538,07	1051072,66	95,5	369,8	False	NaN	171,1	_	22	NaN	_	NaN	NaN	_	NaN	95,5	23,4	-72,9	19,1	95,5	23,4	166,7	-3,0	369,8	90,6	19,4	-72,9	19,4	6,8	19,4	163,5	-3,0	160,0	90,9	25,3	-70,6	21,5	90,9	25,3	163,0	-3,0	440,6	81,0	49,7	-62,0	48,9	-179,5	0,0	141,9	-3,0	0,0	89,6	10,6	-72,9	10,5	179,0	27,8	163,5	-3,0	235,8	95,5	23,4	-72,9	19,1	95,5	23,4	166,7	-3,0	369,8	
791,0	1	99209,0	1	99208,0	23,4	165,8	-3,0	2000	NaN	NaN	C	35764	78,3	70,7	56	59,3604667	24,7158670	6620539,14	1051072,89	97,2	368,6	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	97,2	23,4	-68,8	19,6	97,2	23,4	165,8	-3,0	368,6	93,9	19,6	-68,8	19,6	5,0	19,6	164,0	-3,0	162,1	95,7	25,6	-67,8	22,0	95,7	25,6	163,4	-3,0	444,4	82,6	49,7	-61,2	50,0	-179,5	0,0	144,4	-3,0	0,0	93,9	10,5	-68,8	10,9	179,4	28,2	164,0	-3,0	237,6	97,2	23,4	-68,8	19,6	97,2	23,4	165,8	-3,0	368,6	
792,0	1	99208,0	1	99207,0	23,9	163,8	-3,1	2000	NaN	NaN	C	35806	78,3	70,7	56	59,3604745	24,7158727	6620540,05	1051073,08	95,4	372,6	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	95,4	23,9	-68,5	19,4	95,4	23,9	163,8	-3,1	372,6	90,8	19,7	-68,2	19,7	7,6	19,7	160,5	-3,1	156,3	91,2	26,2	-66,4	22,1	91,2	26,2	158,5	-3,1	454,5	83,0	50,5	-61,8	49,9	-179,5	0,0	143,8	-3,1	0,0	90,8	10,7	-68,5	11,0	179,4	28,6	160,5	-3,1	240,7	95,4	23,9	-68,5	19,4	95,4	23,9	163,8	-3,1	372,6	
793,0	1	99207,0	1	99206,0	23,5	161,1	-3,1	2000	NaN	NaN	C	35848	78,3	70,7	56	59,3604810	24,7158775	6620540,81	1051073,24	96,1	361,6	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	96,1	23,5	-71,2	18,6	96,1	23,5	161,1	-3,1	361,6	88,9	18,8	-71,2	18,8	5,2	18,8	158,3	-3,2	146,5	92,3	25,8	-66,9	21,3	92,3	25,8	158,0	-3,2	443,5	80,0	50,5	-59,8	48,9	-179,5	0,0	139,9	-3,2	0,0	87,9	10,6	-71,2	10,1	179,1	28,2	156,6	-3,1	233,7	96,1	23,5	-71,2	18,6	96,1	23,5	161,1	-3,1	361,6	
794,0	1	99206,0	1	99205,0	23,7	165,0	-3,1	2000	NaN	NaN	C	35897	78,2	70,7	56	59,3604901	24,7158841	6620541,87	1051073,47	94,4	359,3	False	NaN	170,2	_	28	NaN	_	NaN	NaN	_	NaN	94,4	23,7	-68,8	17,7	94,4	23,7	165,0	-3,1	359,3	93,0	18,8	-69,4	18,8	7,3	18,8	163,2	-3,1	156,5	93,7	25,8	-68,8	20,1	93,7	25,8	162,4	-3,1	431,8	82,1	50,0	-58,5	48,0	-179,4	0,0	140,0	-3,1	0,0	93,0	10,9	-68,8	9,4	179,2	28,1	162,4	-3,1	229,4	94,4	23,7	-68,8	17,7	94,4	23,7	165,0	-3,1	359,3	
795,0	1	99205,0	1	99204,0	23,3	165,0	-3,0	2000	NaN	NaN	C	35946	78,2	70,7	56	59,3604992	24,7158908	6620542,94	1051073,70	93,6	344,8	False	NaN	169,7	_	19	NaN	_	NaN	NaN	_	NaN	93,6	23,3	-72,1	17,4	93,6	23,3	165,0	-3,0	344,8	90,8	17,6	-72,1	17,6	6,7	17,6	160,0	-3,1	137,5	92,9	25,3	-69,5	20,2	92,9	25,3	160,0	-3,1	428,4	82,0	49,3	-59,1	48,2	-179,7	0,0	138,4	-3,1	0,0	90,8	10,6	-72,1	9,4	179,1	27,6	160,0	-3,0	229,1	93,6	23,3	-72,1	17,4	93,6	23,3	165,0	-3,0	344,8	
796,0	1	99204,0	1	99203,0	22,8	169,4	-3,0	2000	NaN	NaN	C	35988	78,2	70,7	56	59,3605070	24,7158964	6620543,85	1051073,89	97,2	347,5	False	NaN	169,3	_	33	NaN	_	NaN	NaN	_	NaN	97,2	22,8	-72,1	17,9	97,2	22,8	169,4	-3,0	347,5	91,2	18,2	-72,1	18,2	8,8	18,2	164,4	-2,9	150,7	96,1	24,8	-72,1	20,3	96,1	24,8	168,0	-2,9	428,2	80,9	48,9	-60,1	47,9	-179,6	0,0	140,5	-2,9	0,0	91,2	10,2	-72,1	10,0	177,9	27,1	164,4	-3,0	227,7	97,2	22,8	-72,1	17,9	97,2	22,8	169,4	-3,0	347,5	
797,0	1	99203,0	1	99202,0	23,4	164,6	-2,9	2000	NaN	NaN	C	36037	78,2	70,7	56	59,3605162	24,7159031	6620544,91	1051074,11	94,5	365,2	False	NaN	169,1	_	56	NaN	_	NaN	NaN	_	NaN	94,5	23,4	-70,2	18,3	94,5	23,4	164,6	-2,9	365,2	91,6	19,0	-70,7	19,0	8,5	19,0	162,5	-2,9	151,7	93,6	25,4	-70,2	20,9	93,6	25,4	162,2	-2,9	442,0	81,3	49,8	-61,2	48,4	-179,6	0,0	143,9	-2,9	0,0	91,6	10,5	-70,2	9,9	178,2	27,5	162,5	-2,9	229,9	94,5	23,4	-70,2	18,3	94,5	23,4	164,6	-2,9	365,2	
798,0	1	99202,0	1	99201,0	22,7	163,4	-2,9	2000	NaN	NaN	C	36078	78,2	70,7	56	59,3605240	24,7159087	6620545,82	1051074,31	96,0	355,0	False	NaN	169,1	_	44	NaN	_	NaN	NaN	_	NaN	96,0	22,7	-69,2	18,0	96,0	22,7	163,4	-2,9	355,0	91,2	18,3	-69,2	18,3	5,2	18,3	161,3	-2,9	143,4	95,6	25,1	-67,3	20,4	95,6	25,1	163,4	-2,9	441,8	81,7	49,7	-61,9	48,2	-179,6	0,0	143,2	-2,9	0,0	91,2	10,2	-69,2	10,0	178,6	27,5	161,0	-2,9	231,7	96,0	22,7	-69,2	18,0	96,0	22,7	163,4	-2,9	355,0	
799,0	1	99201,0	1	99200,0	23,2	168,9	-2,9	2000	NaN	NaN	C	36127	78,2	70,7	56	59,3605318	24,7159144	6620546,73	1051074,50	98,1	353,0	False	NaN	168,5	_	47	NaN	_	NaN	NaN	_	NaN	98,1	23,2	-71,5	17,7	98,1	23,2	168,9	-2,9	353,0	93,2	18,1	-71,5	18,1	6,7	18,1	166,7	-3,0	154,2	95,9	25,5	-67,6	20,8	95,9	25,5	166,7	-3,0	438,9	81,5	49,7	-60,5	48,6	-179,7	0,0	143,3	-3,0	0,0	95,5	10,7	-71,5	9,6	178,0	27,5	167,4	-2,9	232,0	98,1	23,2	-71,5	17,7	98,1	23,2	168,9	-2,9	353,0	
800,0	1	99200,0	1	99199,0	23,5	164,1	-2,8	2000	NaN	NaN	C	36176	78,3	70,7	56	59,3605409	24,7159210	6620547,80	1051074,72	95,2	354,7	False	NaN	168,6	_	47	NaN	_	NaN	NaN	_	NaN	95,2	23,5	-68,9	18,0	95,2	23,5	164,1	-2,8	354,7	89,8	18,4	-69,5	18,4	10,3	18,4	162,5	-2,9	153,4	93,4	25,5	-67,6	20,1	93,4	25,5	160,9	-2,9	425,9	85,6	49,5	-58,6	48,1	-179,5	0,0	144,8	-2,9	0,0	92,6	10,8	-68,9	9,7	177,4	27,5	163,5	-2,8	232,2	95,2	23,5	-68,9	18,0	95,2	23,5	164,1	-2,8	354,7	
801,0	1	99199,0	1	99198,0	23,1	167,5	-2,8	2000	NaN	NaN	C	36217	78,3	70,7	56	59,3605487	24,7159266	6620548,71	1051074,92	95,7	352,5	False	NaN	167,9	_	44	NaN	_	NaN	NaN	_	NaN	95,7	23,1	-71,4	17,8	95,7	23,1	167,5	-2,8	352,5	93,9	18,5	-71,4	18,5	7,9	18,5	165,4	-2,8	152,4	94,7	24,8	-68,2	20,4	94,7	24,8	166,1	-2,8	423,4	80,8	48,9	-61,7	48,1	-179,5	0,0	142,3	-2,8	0,0	93,9	10,5	-71,1	9,7	178,0	26,8	164,7	-2,8	228,6	95,7	23,1	-71,4	17,8	95,7	23,1	167,5	-2,8	352,5	
802,0	1	99198,0	1	99197,0	23,2	172,5	-2,7	2000	NaN	NaN	C	36266	78,3	70,7	56	59,3605579	24,7159332	6620549,77	1051075,14	100,4	359,2	False	NaN	168,6	_	37	NaN	_	NaN	NaN	_	NaN	100,4	23,2	-71,5	18,4	100,4	23,2	172,5	-2,7	359,2	96,0	18,6	-71,5	18,6	9,1	18,6	166,6	-2,7	158,3	97,5	25,4	-69,6	21,1	97,5	25,4	166,0	-2,7	438,3	81,4	49,4	-63,2	48,9	-179,5	0,0	145,1	-2,7	0,0	96,0	10,4	-71,5	10,4	179,2	27,4	166,6	-2,7	230,6	100,4	23,2	-71,5	18,4	100,4	23,2	172,5	-2,7	359,2	
803,0	1	99197,0	1	99196,0	23,0	167,8	-2,7	2000	NaN	NaN	C	36314	78,2	70,7	56	59,3605670	24,7159398	6620550,84	1051075,36	98,8	357,2	False	NaN	168,3	_	56	NaN	_	NaN	NaN	_	NaN	98,8	23,0	-70,3	18,5	98,8	23,0	167,8	-2,7	357,2	95,3	18,6	-70,3	18,6	9,6	18,6	166,2	-2,7	157,5	96,7	25,2	-69,1	20,9	96,7	25,2	167,8	-2,7	441,1	84,9	49,1	-61,8	48,7	-179,6	0,0	145,4	-2,7	0,0	95,3	10,4	-70,3	10,1	178,3	27,3	166,2	-2,7	229,1	98,8	23,0	-70,3	18,5	98,8	23,0	167,8	-2,7	357,2	
804,0	1	99196,0	1	99195,0	23,2	168,5	-2,7	2000	NaN	NaN	C	36356	78,2	70,6	56	59,3605735	24,7159445	6620551,60	1051075,52	99,3	361,1	False	NaN	168,4	_	44	NaN	_	NaN	NaN	_	NaN	99,3	23,2	-69,9	18,6	99,3	23,2	168,5	-2,7	361,1	97,5	18,6	-69,9	18,6	7,9	18,6	167,3	-2,7	159,6	97,5	25,2	-68,2	21,4	97,5	25,2	165,7	-2,7	441,2	85,3	48,7	-60,8	49,2	-179,4	0,0	146,4	-2,7	0,0	97,5	10,4	-69,9	10,3	178,3	27,4	167,3	-2,7	232,6	99,3	23,2	-69,9	18,6	99,3	23,2	168,5	-2,7	361,1	
805,0	1	99195,0	1	99194,0	23,0	169,8	-2,7	2000	NaN	NaN	C	36404	78,3	70,6	56	59,3605826	24,7159511	6620552,66	1051075,75	97,7	359,5	False	NaN	168,2	_	28	NaN	_	NaN	NaN	_	NaN	97,7	23,0	-69,5	18,8	97,7	23,0	169,8	-2,7	359,5	94,6	18,8	-69,5	18,8	5,0	18,8	163,0	-2,7	149,3	96,8	25,2	-68,1	21,6	96,8	25,2	164,2	-2,7	439,4	84,4	48,9	-62,4	48,7	-179,2	0,0	149,4	-2,7	0,0	94,6	10,2	-69,5	10,1	179,0	27,3	163,0	-2,7	227,2	97,7	23,0	-69,5	18,8	97,7	23,0	169,8	-2,7	359,5	
