ViaPPS produsert fil	: Filversjon 1.21
F.ID.	: Rosita_NO_001
ViaPPS software versjon	: 8.9.12.1

Rapportdato				: 26.03.2026 13:24:47
Filnavn					: PPS_Fy01_93_1_m99999-1_m99099_felt2___20260313-145715.txt
Mappe					: D:\ViaPPS_RBS\RAW_DATA\Fy001_93_hp1_f2_20260313-145715

ViaPPS opptakerversjon	: 8.5.6.0 - 01.06.2016 13:21:02

Sjåfør					: Egon
Bilnummer				: 
UtstyrsID				: VIATECH
Utstyrsmerknader		: 
Opptaksdato				: 13.03.2026 14:57:15
Formål					: 
Måleserienummer					: 1
Målingskommentarer		: 
Målingslengde			: 899
Værkommentarer			: 
Teksturlaserposisjon	: Y

Beregningsintervall [m]	: 1
Rettholt venstre [m]	: Bunnrettholt : -1,8[m]  Snorholt : -1,8[m]  Regresjonsholt : -1,8[m]
Rettholt høyre [m]		: Bunnrettholt :  1,8[m]  Snorholt :  1,8[m]  Regresjonsholt :  1,8[m]
Filter orden [punkter]	: 11
Profil snittlengde [m]	: 0,0
Metodefil versjon/dato	: Ikke tilgjengelig
Beregningskommentaer	: Beregningstype=CEN_13036_8, Midlingsalgoritme=ChebyshevFilter, AntallMidledeProfiler=1, Rettholtlengdetype=Fast lengde, Sporryggdeteksjon=Av
Kalibreringsdata	: Kalib.dato=19. juni 2025 09:11:30, Pulser=1203,835000, Rull=0,000000, Stamp=-0,033432, ScannerRull=-0,006738
Tverrfallskalibreringsdata	: 13. mars 2026 14:35:31
Sensormontasjedata1	: Imu=-1,60[m], ProfileScanner=-3,60[m], TeksturLaser=2,26[m]
Sensormontasjedata2	: GnssDx=-1,92[m], GnssDy=-0,28[m], GnssDz=-2,29[m]
Sensormontasjedata3	: GnssImuDx=-0,03[m], GnssImuDy=0,33[m], GnssImuDz=1,51[m]

Vegnett fylkesversjon			: 
Vegnett serverversjon			: 
Vegnett genereringsappliksajonsversjon	: 

Startposisjon:
Fylke			: 1
Veg				: 93
Strekning		: 1
Vegmeter		: 99999
Kjørefelt		: 2
Stedsnavn		: 

Stopposisjon:
Fylke			: 1
Veg				: 93
Strekning		: 1
Vegmeter		: 99099,9405956182
Kjørefelt		: 2
Stedsnavn		: 

Vegnettnoder
Nodenr	: Lengde [m]	: Fylke []	: Stedsnavn []	: Vegnavn []	: Hp []	: Fra Vegmeter [m]	: Til Vegmeter [m]	: 
Node0	: 900	: 1	: 	: 93	: 1	: 99099	: 100000

Justeringsnoder
Justeringnr	: Distanse [m]	: Justering [m]

Utkjørt meter [m]	Fra strekning []	Fra vegmeter [m]	Til strekning []	Til vegmeter [m]	Spordybde [mm]	Sporbredde [cm]	Tverrfall [%]	Kurveradius [m]	IRI [mm/m]	MPD [mm]	Beregningsmetode []	Tid [ms]	Hastighet [km/t]	Høyde [m]	Signalkvalitet [%]	Breddegrad [°]	Lengdegrad [°]	Sone 33V N [m]	Sone 33V Ø [m]	Sporposisjon [cm]	Areal [cm^2]	Pause []	Pos. asfalt kant [cm]	Pos. kantlinje [cm]	Type kantlinje []	Kval. kantlinje [%]	Pos. midtlinje [cm]	Type midtlinje []	Kval. midtlinje [%]	Pos. ekstra midtlinje [cm]	Type ekstra midtlinje []	Kval. ekstra midtlinje [%]	CEN 13036 Høyre sporposisjon [cm]	CEN 13036 Høyre spordybde [mm]	CEN 13036 Venstre sporposisjon [cm]	CEN 13036 Venstre spordybde [mm]	CEN 13036 Max sporposisjon [cm]	CEN 13036 Max spordybde [mm]	CEN 13036 Sporbredde [cm]	CEN 13036 Tverrfall [%]	CEN 13036 Areal [cm^2]	Bunn Høyre sporposisjon [cm]	Bunn Høyre spordybde [mm]	Bunn Venstre sporposisjon [cm]	Bunn Venstre spordybde [mm]	Bunn Max sporposisjon [cm]	Bunn Max spordybde [mm]	Bunn Sporbredde [cm]	Bunn Tverrfall [%]	Bunn Areal [cm^2]	Snor Høyre sporposisjon [cm]	Snor Høyre spordybde [mm]	Snor Venstre sporposisjon [cm]	Snor Venstre spordybde [mm]	Snor Max sporposisjon [cm]	Snor Max spordybde [mm]	Snor Sporbredde [cm]	Snor Tverrfall [%]	Snor Areal [cm^2]	Krum Høyre sporposisjon [cm]	Krum Høyre spordybde [mm]	Krum Venstre sporposisjon [cm]	Krum Venstre spordybde [mm]	Krum Max sporposisjon [cm]	Krum Max spordybde [mm]	Krum Sporbredde [cm]	Krum Tverrfall [%]	Krum Areal [cm^2]	Regresjon Høyre sporposisjon [cm]	Regresjon Høyre spordybde [mm]	Regresjon Venstre sporposisjon [cm]	Regresjon Venstre spordybde [mm]	Regresjon Max sporposisjon [cm]	Regresjon Max spordybde [mm]	Regresjon Sporbredde [cm]	Regresjon Tverrfall [%]	Regresjon Areal [cm^2]	Metode Høyre sporposisjon [cm]	Metode Høyre spordybde [mm]	Metode Venstre sporposisjon [cm]	Metode Venstre spordybde [mm]	Metode Max sporposisjon [cm]	Metode Max spordybde [mm]	Metode Sporbredde [cm]	Metode Tverrfall [%]	Metode Areal [cm^2]	
768,0	1	99232,0	1	99231,0	22,4	165,6	-3,0	2000	NaN	NaN	C	32721	81,2	70,6	56	59,3602695	24,7157261	6620516,16	1051068,15	103,7	335,9	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	103,7	22,4	-62,2	17,4	103,7	22,4	165,6	-3,0	335,9	98,9	17,7	-61,9	17,7	10,6	17,7	161,3	-2,9	137,6	100,1	24,0	-60,0	20,1	100,1	24,0	160,9	-2,9	412,0	86,8	47,2	-53,7	49,0	-179,6	0,0	141,4	-2,9	0,0	98,9	9,8	-62,2	9,9	179,5	26,6	161,3	-3,0	213,3	103,7	22,4	-62,2	17,4	103,7	22,4	165,6	-3,0	335,9	
769,0	1	99231,0	1	99230,0	21,7	164,7	-3,0	2000	NaN	NaN	C	32763	81,2	70,6	56	59,3602776	24,7157320	6620517,11	1051068,34	104,5	329,3	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	104,5	21,7	-62,1	17,1	104,5	21,7	164,7	-3,0	329,3	98,7	17,1	-62,1	17,1	16,2	17,1	162,3	-2,9	138,4	100,9	23,7	-59,3	20,0	100,9	23,7	158,7	-2,9	415,6	86,8	47,1	-53,6	48,8	-179,6	0,0	139,4	-2,9	0,0	98,4	9,6	-62,1	9,7	179,8	26,2	162,3	-3,0	209,9	104,5	21,7	-62,1	17,1	104,5	21,7	164,7	-3,0	329,3	
770,0	1	99230,0	1	99229,0	21,8	163,7	-2,9	2000	NaN	NaN	C	32805	81,2	70,6	56	59,3602844	24,7157369	6620517,90	1051068,51	103,6	333,9	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	103,6	21,8	-61,5	17,6	103,6	21,8	163,7	-2,9	333,9	98,7	17,6	-60,0	17,6	11,2	17,6	157,9	-2,9	129,3	100,5	24,1	-56,2	20,8	100,5	24,1	158,8	-2,9	420,6	89,5	47,4	-51,8	49,6	-179,6	0,0	143,4	-2,9	0,0	99,5	9,7	-60,0	9,9	179,7	26,5	160,5	-2,9	211,7	103,6	21,8	-61,5	17,6	103,6	21,8	163,7	-2,9	333,9	
771,0	1	99229,0	1	99228,0	21,8	161,3	-3,0	2000	NaN	NaN	C	32854	81,2	70,6	56	59,3602939	24,7157438	6620519,01	1051068,75	102,5	337,2	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	102,5	21,8	-59,4	18,4	102,5	21,8	161,3	-3,0	337,2	101,1	17,9	-59,3	17,9	10,9	17,9	161,3	-2,9	139,1	101,7	23,7	-58,8	20,9	101,7	23,7	159,2	-2,9	425,5	88,3	46,8	-53,1	50,1	-179,6	0,0	141,3	-2,9	0,0	101,1	9,6	-59,4	10,8	179,7	26,4	161,3	-3,0	211,5	102,5	21,8	-59,4	18,4	102,5	21,8	161,3	-3,0	337,2	
772,0	1	99228,0	1	99227,0	21,9	162,0	-2,9	2000	NaN	NaN	C	32903	81,2	70,6	56	59,3603033	24,7157507	6620520,11	1051068,98	100,4	339,2	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	100,4	21,9	-60,2	18,4	100,4	21,9	162,0	-2,9	339,2	97,6	17,7	-60,2	17,7	12,6	17,7	156,3	-2,9	131,9	97,6	23,8	-60,0	21,0	97,6	23,8	156,3	-2,9	415,0	87,6	47,1	-52,5	50,0	-179,3	0,0	139,0	-2,9	0,0	97,6	9,3	-60,2	10,5	179,6	26,7	156,7	-2,9	217,3	100,4	21,9	-60,2	18,4	100,4	21,9	162,0	-2,9	339,2	
773,0	1	99227,0	1	99226,0	21,8	168,1	-3,1	2000	NaN	NaN	C	32938	81,2	70,6	56	59,3603101	24,7157556	6620520,90	1051069,15	106,8	340,0	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	106,8	21,8	-61,8	17,9	106,8	21,8	168,1	-3,1	340,0	98,2	17,9	-61,8	17,9	15,0	17,9	160,7	-3,0	149,5	103,3	23,2	-61,8	20,4	103,3	23,2	164,5	-3,0	414,0	89,8	46,4	-53,6	48,6	-179,3	0,0	142,1	-3,0	0,0	98,2	9,5	-62,5	10,0	179,7	26,9	161,8	-3,1	212,4	106,8	21,8	-61,8	17,9	106,8	21,8	168,1	-3,1	340,0	
774,0	1	99226,0	1	99225,0	22,3	164,7	-3,1	2000	NaN	NaN	C	32987	81,3	70,6	56	59,3603195	24,7157625	6620522,00	1051069,38	102,5	335,7	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	102,5	22,3	-60,6	17,4	102,5	22,3	164,7	-3,1	335,7	99,6	17,7	-60,6	17,7	12,1	17,7	161,1	-3,1	141,6	101,8	23,8	-58,6	19,7	101,8	23,8	160,4	-3,1	396,7	88,4	46,3	-51,8	47,9	-179,6	0,0	140,2	-3,1	0,0	99,6	9,8	-60,6	9,8	179,6	26,6	161,1	-3,1	211,4	102,5	22,3	-60,6	17,4	102,5	22,3	164,7	-3,1	335,7	
775,0	1	99225,0	1	99224,0	22,6	163,2	-3,1	2000	NaN	NaN	C	33029	81,3	70,6	56	59,3603276	24,7157684	6620522,95	1051069,58	103,2	340,8	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	103,2	22,6	-60,6	18,2	103,2	22,6	163,2	-3,1	340,8	100,3	18,1	-60,6	18,1	18,0	18,1	160,5	-3,1	142,1	101,8	24,6	-58,7	20,8	101,8	24,6	159,8	-3,1	414,4	88,6	47,3	-53,3	48,8	-179,7	0,0	141,4	-3,1	0,0	99,6	9,9	-60,6	10,3	179,4	27,2	160,5	-3,1	215,8	103,2	22,6	-60,6	18,2	103,2	22,6	163,2	-3,1	340,8	
776,0	1	99224,0	1	99223,0	23,4	164,4	-3,1	2000	NaN	NaN	C	33078	81,3	70,6	56	59,3603371	24,7157753	6620524,04	1051069,82	102,4	351,8	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	102,4	23,4	-62,4	17,8	102,4	23,4	164,4	-3,1	351,8	100,9	18,5	-62,4	18,5	16,2	18,5	163,2	-3,1	147,6	101,6	24,8	-60,6	20,4	101,6	24,8	162,0	-3,1	420,6	88,5	47,7	-53,5	49,5	-179,5	0,0	142,0	-3,1	0,0	100,9	10,2	-62,4	9,9	179,4	27,0	163,2	-3,1	214,4	102,4	23,4	-62,4	17,8	102,4	23,4	164,4	-3,1	351,8	
777,0	1	99223,0	1	99222,0	23,3	164,8	-3,2	2000	NaN	NaN	C	33120	81,3	70,6	56	59,3603452	24,7157811	6620524,99	1051070,02	102,8	362,2	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	102,8	23,3	-60,6	17,9	102,8	23,3	164,8	-3,2	362,2	97,8	18,5	-62,5	18,5	13,8	18,5	157,5	-3,2	144,3	102,0	25,5	-57,4	21,2	102,0	25,5	158,3	-3,2	449,5	87,5	48,5	-52,3	50,7	-179,6	0,0	140,4	-3,2	0,0	97,8	10,0	-62,5	9,9	179,3	27,7	157,5	-3,2	216,9	102,8	23,3	-60,6	17,9	102,8	23,3	164,8	-3,2	362,2	
778,0	1	99222,0	1	99221,0	23,0	161,4	-3,2	2000	NaN	NaN	C	33162	81,3	70,6	56	59,3603519	24,7157861	6620525,78	1051070,18	102,8	355,0	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	102,8	23,0	-59,0	17,9	102,8	23,0	161,4	-3,2	355,0	98,8	18,2	-59,0	18,2	13,2	18,2	159,5	-3,1	144,1	101,0	25,0	-59,0	20,9	101,0	25,0	159,7	-3,1	432,2	88,3	48,3	-54,2	49,7	-179,7	0,0	143,0	-3,1	0,0	98,8	9,7	-59,6	10,1	179,4	28,2	160,8	-3,2	213,0	102,8	23,0	-59,0	17,9	102,8	23,0	161,4	-3,2	355,0	
779,0	1	99221,0	1	99220,0	22,2	163,0	-3,1	2000	NaN	NaN	C	33212	81,3	70,6	56	59,3603614	24,7157929	6620526,88	1051070,42	103,1	350,0	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	103,1	22,2	-60,4	17,5	103,1	22,2	163,0	-3,1	350,0	103,1	17,5	-60,4	17,5	12,1	17,5	163,6	-3,0	136,2	103,1	24,1	-56,9	20,2	103,1	24,1	158,7	-3,0	430,4	90,4	47,0	-50,5	50,1	-179,7	0,0	142,4	-3,0	0,0	103,1	9,6	-60,4	9,9	179,4	26,7	163,6	-3,1	206,3	103,1	22,2	-60,4	17,5	103,1	22,2	163,0	-3,1	350,0	
780,0	1	99220,0	1	99219,0	22,0	162,5	-3,1	2000	NaN	NaN	C	33254	81,3	70,6	56	59,3603695	24,7157988	6620527,83	1051070,62	103,7	356,1	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	103,7	22,0	-58,7	18,3	103,7	22,0	162,5	-3,1	356,1	99,5	17,9	-58,7	17,9	14,4	17,9	158,9	-3,0	138,9	99,5	24,1	-58,4	21,2	99,5	24,1	159,7	-3,0	445,3	86,3	47,5	-50,8	50,5	-179,5	0,0	137,9	-3,0	0,0	98,4	9,4	-58,7	10,1	179,5	26,9	158,9	-3,1	210,1	103,7	22,0	-58,7	18,3	103,7	22,0	162,5	-3,1	356,1	
781,0	1	99219,0	1	99218,0	23,5	163,7	-3,1	2000	NaN	NaN	C	33304	81,3	70,6	56	59,3603790	24,7158057	6620528,93	1051070,85	103,4	360,7	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	103,4	23,5	-61,2	18,4	103,4	23,5	163,7	-3,1	360,7	101,0	18,9	-61,2	18,9	15,0	18,9	161,7	-3,1	157,7	101,8	25,3	-59,3	21,2	101,8	25,3	161,0	-3,1	437,5	87,7	48,5	-51,6	50,4	-179,5	0,0	140,0	-3,1	0,0	101,0	9,9	-61,2	10,2	179,5	27,9	163,6	-3,1	217,8	103,4	23,5	-61,2	18,4	103,4	23,5	163,7	-3,1	360,7	
782,0	1	99218,0	1	99217,0	22,5	162,9	-3,0	2000	NaN	NaN	C	33346	81,3	70,6	56	59,3603871	24,7158115	6620529,88	1051071,05	102,2	356,0	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	102,2	22,5	-59,6	17,7	102,2	22,5	162,9	-3,0	356,0	96,7	18,3	-60,6	18,3	13,8	18,3	158,1	-3,0	140,3	100,3	24,2	-58,0	20,4	100,3	24,2	158,1	-3,0	432,9	90,1	47,8	-49,5	49,5	-179,7	0,0	138,4	-3,0	0,0	98,5	9,6	-60,6	9,9	179,7	27,5	160,4	-3,0	213,3	102,2	22,5	-59,6	17,7	102,2	22,5	162,9	-3,0	356,0	
783,0	1	99217,0	1	99216,0	22,1	166,2	-2,9	2000	NaN	NaN	C	33388	81,3	70,6	56	59,3603952	24,7158174	6620530,83	1051071,25	104,2	354,2	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	104,2	22,1	-62,9	19,0	104,2	22,1	166,2	-2,9	354,2	100,4	18,6	-61,9	18,6	11,8	18,6	162,6	-2,8	151,5	100,8	23,5	-60,9	21,5	100,8	23,5	162,4	-2,8	418,6	85,6	46,9	-56,2	50,3	-179,8	0,0	141,1	-2,8	0,0	100,0	9,2	-62,9	10,9	179,5	27,6	162,8	-2,9	210,8	104,2	22,1	-62,9	19,0	104,2	22,1	166,2	-2,9	354,2	
784,0	1	99216,0	1	99215,0	22,6	165,9	-2,9	2000	NaN	NaN	C	33431	81,3	70,6	56	59,3604034	24,7158233	6620531,77	1051071,45	103,2	348,5	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	103,2	22,6	-62,2	18,6	103,2	22,6	165,9	-2,9	348,5	102,8	18,9	-62,2	18,9	18,6	18,9	165,4	-2,8	154,5	102,8	23,9	-61,5	20,4	102,8	23,9	164,4	-2,8	402,7	90,8	46,6	-57,1	49,0	-179,7	0,0	147,3	-2,8	0,0	102,8	9,6	-62,2	10,8	179,5	27,2	164,8	-2,9	216,5	103,2	22,6	-62,2	18,6	103,2	22,6	165,9	-2,9	348,5	
785,0	1	99215,0	1	99214,0	23,3	167,2	-2,8	2000	NaN	NaN	C	33473	81,4	70,6	56	59,3604115	24,7158292	6620532,72	1051071,65	103,0	363,7	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	103,0	23,3	-64,3	18,8	103,0	23,3	167,2	-2,8	363,7	99,5	19,7	-65,6	19,7	11,5	19,7	163,8	-2,8	166,8	102,3	23,8	-64,0	19,8	102,3	23,8	165,8	-2,8	388,3	91,0	47,1	-55,7	48,0	-179,4	0,0	147,5	-2,8	0,0	99,5	10,1	-65,6	10,4	179,6	26,5	163,8	-2,8	221,4	103,0	23,3	-64,3	18,8	103,0	23,3	167,2	-2,8	363,7	
786,0	1	99214,0	1	99213,0	23,3	161,9	-2,8	2000	NaN	NaN	C	33523	81,3	70,6	56	59,3604210	24,7158360	6620533,83	1051071,88	102,5	351,9	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	102,5	23,3	-62,9	18,2	102,5	23,3	161,9	-2,8	351,9	101,6	19,3	-64,9	19,3	10,9	19,3	166,0	-2,9	160,6	102,5	24,4	-59,2	19,8	102,5	24,4	161,7	-2,9	389,6	91,0	47,7	-54,1	48,0	-179,6	0,0	143,7	-2,9	0,0	101,6	10,3	-64,9	10,3	179,4	27,5	166,0	-2,8	217,0	102,5	23,3	-62,9	18,2	102,5	23,3	161,9	-2,8	351,9	
787,0	1	99213,0	1	99212,0	23,4	165,8	-2,8	2000	NaN	NaN	C	33566	81,3	70,6	56	59,3604290	24,7158420	6620534,77	1051072,09	102,3	346,6	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	102,3	23,4	-63,3	17,6	102,3	23,4	165,8	-2,8	346,6	100,2	18,9	-63,3	18,9	13,5	18,9	164,1	-2,8	151,9	101,9	25,0	-63,3	20,1	101,9	25,0	165,5	-2,8	413,5	94,9	47,7	-54,7	48,0	-179,5	0,0	149,3	-2,8	0,0	100,2	10,4	-63,3	9,9	179,5	27,3	164,1	-2,8	215,6	102,3	23,4	-63,3	17,6	102,3	23,4	165,8	-2,8	346,6	
788,0	1	99212,0	1	99211,0	24,1	166,1	-2,8	2000	NaN	NaN	C	33608	81,3	70,6	56	59,3604371	24,7158479	6620535,71	1051072,29	104,4	358,9	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	104,4	24,1	-61,4	18,6	104,4	24,1	166,1	-2,8	358,9	101,6	19,0	-62,7	19,0	12,3	19,0	164,0	-2,7	149,2	104,4	25,5	-61,4	21,3	104,4	25,5	165,0	-2,7	430,1	94,4	47,8	-52,8	50,1	-179,4	0,0	148,3	-2,7	0,0	101,6	10,7	-61,4	10,1	179,6	28,0	163,7	-2,8	223,0	104,4	24,1	-61,4	18,6	104,4	24,1	166,1	-2,8	358,9	
789,0	1	99211,0	1	99210,0	22,8	165,8	-2,7	2000	NaN	NaN	C	33651	81,3	70,5	56	59,3604452	24,7158539	6620536,65	1051072,50	103,8	364,9	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	103,8	22,8	-61,7	19,1	103,8	22,8	165,8	-2,7	364,9	101,2	19,4	-62,4	19,4	10,6	19,4	164,1	-2,6	161,4	103,0	24,0	-60,8	21,1	103,0	24,0	162,5	-2,6	412,7	90,3	47,1	-54,7	50,2	-179,5	0,0	144,5	-2,6	0,0	101,2	9,8	-62,4	10,8	179,4	27,0	164,1	-2,7	222,6	103,8	22,8	-61,7	19,1	103,8	22,8	165,8	-2,7	364,9	
790,0	1	99210,0	1	99209,0	23,4	169,7	-2,6	2000	NaN	NaN	C	33694	81,3	70,5	56	59,3604533	24,7158598	6620537,60	1051072,70	104,8	371,3	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	104,8	23,4	-66,5	19,6	104,8	23,4	169,7	-2,6	371,3	101,2	19,6	-66,5	19,6	14,7	19,6	166,9	-2,6	164,2	101,5	24,7	-65,3	21,9	101,5	24,7	168,1	-2,6	431,0	89,9	47,9	-56,6	50,1	-179,4	0,0	145,7	-2,6	0,0	99,8	9,8	-66,5	11,0	179,4	28,1	165,6	-2,6	228,7	104,8	23,4	-66,5	19,6	104,8	23,4	169,7	-2,6	371,3	
791,0	1	99209,0	1	99208,0	22,6	167,0	-2,6	2000	NaN	NaN	C	33743	81,3	70,5	56	59,3604627	24,7158667	6620538,70	1051072,94	105,3	370,8	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	105,3	22,6	-61,7	19,6	105,3	22,6	167,0	-2,6	370,8	103,0	19,1	-62,4	19,1	12,7	19,1	163,5	-2,5	156,5	105,1	24,2	-61,1	21,9	105,1	24,2	165,7	-2,5	438,3	85,5	47,7	-54,2	50,9	-179,4	0,0	139,6	-2,5	0,0	99,5	9,6	-62,4	11,2	179,4	28,2	161,9	-2,6	226,0	105,3	22,6	-61,7	19,6	105,3	22,6	167,0	-2,6	370,8	
792,0	1	99208,0	1	99207,0	23,7	165,0	-2,7	2000	NaN	NaN	C	33786	81,4	70,5	56	59,3604708	24,7158727	6620539,64	1051073,14	103,2	381,8	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	103,2	23,7	-61,2	20,5	103,2	23,7	165,0	-2,7	381,8	101,6	20,0	-61,2	20,0	13,5	20,0	163,0	-2,6	160,8	101,6	25,2	-60,8	22,7	101,6	25,2	163,8	-2,6	448,3	91,3	48,5	-55,8	51,7	-179,5	0,0	145,8	-2,6	0,0	100,9	10,1	-61,2	11,5	179,2	28,8	163,0	-2,7	227,8	103,2	23,7	-61,2	20,5	103,2	23,7	165,0	-2,7	381,8	
793,0	1	99207,0	1	99206,0	23,3	162,9	-2,6	2000	NaN	NaN	C	33828	81,5	70,5	56	59,3604789	24,7158786	6620540,59	1051073,34	101,1	368,6	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	101,1	23,3	-61,9	19,2	101,1	23,3	162,9	-2,6	368,6	98,7	19,4	-61,9	19,4	13,2	19,4	161,4	-2,6	154,3	100,2	25,3	-61,6	22,3	100,2	25,3	162,5	-2,6	450,7	88,2	48,6	-55,2	51,2	-179,6	0,0	142,9	-2,6	0,0	98,4	9,8	-61,9	11,0	179,2	29,0	161,4	-2,6	223,4	101,1	23,3	-61,9	19,2	101,1	23,3	162,9	-2,6	368,6	
794,0	1	99206,0	1	99205,0	23,5	161,4	-2,7	2000	NaN	NaN	C	33871	81,5	70,5	56	59,3604870	24,7158845	6620541,54	1051073,54	100,1	377,9	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	100,1	23,5	-61,5	19,2	100,1	23,5	161,4	-2,7	377,9	95,5	19,1	-61,2	19,1	12,9	19,1	155,4	-2,7	144,9	99,4	25,5	-60,0	22,0	99,4	25,5	160,5	-2,7	459,9	86,5	49,5	-53,3	51,3	-179,7	0,0	141,4	-2,7	0,0	95,5	10,1	-61,2	10,4	179,2	28,2	155,4	-2,7	224,7	100,1	23,5	-61,5	19,2	100,1	23,5	161,4	-2,7	377,9	
795,0	1	99205,0	1	99204,0	23,8	163,1	-2,7	2000	NaN	NaN	C	33920	81,2	70,5	56	59,3604965	24,7158914	6620542,64	1051073,78	104,4	372,1	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	104,4	23,8	-60,5	18,5	104,4	23,8	163,1	-2,7	372,1	100,2	18,8	-61,8	18,8	13,2	18,8	162,7	-2,7	147,9	100,2	25,4	-58,7	21,3	100,2	25,4	159,5	-2,7	451,0	91,7	48,6	-53,0	50,2	-179,6	0,0	146,8	-2,7	0,0	99,4	10,1	-61,8	10,0	179,2	28,0	161,8	-2,7	219,2	104,4	23,8	-60,5	18,5	104,4	23,8	163,1	-2,7	372,1	
796,0	1	99204,0	1	99203,0	22,5	169,4	-2,8	2000	NaN	NaN	C	33962	81,1	70,5	56	59,3605033	24,7158963	6620543,43	1051073,95	103,5	373,4	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	103,5	22,5	-64,0	18,6	103,5	22,5	169,4	-2,8	373,4	99,5	17,8	-62,8	17,8	14,1	17,8	160,4	-2,7	138,9	99,5	24,9	-61,8	21,9	99,5	24,9	159,2	-2,7	474,2	85,5	48,2	-52,6	50,9	-179,3	0,0	137,0	-2,7	0,0	96,6	9,3	-63,4	10,1	179,3	27,5	157,8	-2,8	214,4	103,5	22,5	-64,0	18,6	103,5	22,5	169,4	-2,8	373,4	
797,0	1	99203,0	1	99202,0	22,8	163,4	-2,8	2000	NaN	NaN	C	34012	81,3	70,5	56	59,3605127	24,7159032	6620544,53	1051074,18	103,0	351,4	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	103,0	22,8	-60,5	18,6	103,0	22,8	163,4	-2,8	351,4	100,2	19,2	-60,5	19,2	10,9	19,2	159,7	-2,8	151,2	103,0	24,0	-60,5	20,8	103,0	24,0	163,4	-2,8	406,8	91,0	46,9	-53,0	49,0	-179,7	0,0	144,1	-2,8	0,0	100,2	9,7	-60,5	10,8	179,3	27,4	159,7	-2,8	217,3	103,0	22,8	-60,5	18,6	103,0	22,8	163,4	-2,8	351,4	
798,0	1	99202,0	1	99201,0	23,0	166,3	-3,0	2000	NaN	NaN	C	34047	81,3	70,5	56	59,3605195	24,7159081	6620545,32	1051074,35	106,2	353,5	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	106,2	23,0	-63,2	18,1	106,2	23,0	166,3	-3,0	353,5	103,1	18,3	-63,2	18,3	13,2	18,3	166,3	-2,9	156,8	103,1	24,3	-58,7	20,8	103,1	24,3	162,8	-2,9	419,4	89,7	47,5	-54,3	49,3	-179,8	0,0	142,3	-2,9	0,0	103,1	9,4	-63,2	10,5	179,7	28,7	166,3	-3,0	218,9	106,2	23,0	-63,2	18,1	106,2	23,0	166,3	-3,0	353,5	
799,0	1	99201,0	1	99200,0	23,3	164,2	-2,9	2000	NaN	NaN	C	34089	81,3	70,5	56	59,3605276	24,7159140	6620546,27	1051074,54	102,3	350,3	False	NaN	NaN	_	NaN	NaN	_	NaN	NaN	_	NaN	102,3	23,3	-60,4	18,0	102,3	23,3	164,2	-2,9	350,3	100,4	18,5	-60,7	18,5	14,4	18,5	162,6	-2,9	147,5	100,8	24,8	-59,4	20,4	100,8	24,8	162,4	-2,9	417,9	92,2	47,7	-53,4	48,7	-179,7	0,0	144,9	-2,9	0,0	100,1	9,8	-60,7	10,2	179,6	28,1	162,6	-2,9	218,4	102,3	23,3	-60,4	18,0	102,3	23,3	164,2	-2,9	350,3	
